Analysis of Tolerances

Units are Millimeters.
All changes are computed using linear differences.

Paraxial Focus compensation only.

WARNING: Solves should be removed prior to tolerancing. Semi-diameters should be fixed.

WARNING: Boundary constraints on compensators will be ignored.

Criterion           : User defined merit function
Mode                : Sensitivities
Nominal Criterion   : 0.05442161
Test Wavelength     : 1000.0000

Fields: User Defined Angle in degrees
 #   	X-Field     	Y-Field     	Weight  	  VDX 	  VDY 	  VCX 	  VCY
 1 	   0.000E+00 	   0.000E+00 	   1.000E+02 	 0.000 	 0.000 	 0.000 	 0.000
 2 	   0.000E+00 	   4.700E+00 	   1.000E+00 	 0.000 	 0.000 	 0.000 	 0.000
 3 	   2.350E+00 	   4.070E+00 	   1.000E+00 	 0.000 	 0.000 	 0.000 	 0.000
 4 	   4.070E+00 	   2.350E+00 	   1.000E+00 	 0.000 	 0.000 	 0.000 	 0.000
 5 	   4.700E+00 	   0.000E+00 	   1.000E+00 	 0.000 	 0.000 	 0.000 	 0.000
 6 	   4.070E+00 	  -2.350E+00 	   1.000E+00 	 0.000 	 0.000 	 0.000 	 0.000
 7 	   2.350E+00 	  -4.070E+00 	   1.000E+00 	 0.000 	 0.000 	 0.000 	 0.000
 8 	   0.000E+00 	  -4.700E+00 	   1.000E+00 	 0.000 	 0.000 	 0.000 	 0.000
 9 	  -4.700E+00 	   0.000E+00 	   1.000E+00 	 0.000 	 0.000 	 0.000 	 0.000
10 	  -2.350E+00 	  -4.070E+00 	   1.000E+00 	 0.000 	 0.000 	 0.000 	 0.000
11 	  -4.070E+00 	  -2.350E+00 	   1.000E+00 	 0.000 	 0.000 	 0.000 	 0.000
12 	  -4.070E+00 	   2.350E+00 	   1.000E+00 	 0.000 	 0.000 	 0.000 	 0.000
13 	  -2.350E+00 	   4.070E+00 	   1.000E+00 	 0.000 	 0.000 	 0.000 	 0.000

Sensitivity Analysis:

            			   |-----------	---- Minimum ----	----------|	  |------------	---- Maximum ----	----------|
Type           			      Value   	    Criterion      	 Change       	  Value   	    Criterion    	  Change
TTHI 	 12 	 12 	   -6.00000000 	    0.06052399 	    0.00610238 	    6.00000000 	    0.06217382 	    0.00775221
TTHI 	 19 	 19 	   -6.00000000 	    0.05563770 	    0.00121609 	    6.00000000 	    0.05330590 	   -0.00111571
TEDX 	  9 	  9 	   -2.00000000 	    0.06217472 	    0.00775311 	    2.00000000 	    0.06217472 	    0.00775311
TEDY 	  9 	  9 	   -2.00000000 	    0.07156348 	    0.01714186 	    2.00000000 	    0.04306410 	   -0.01135751
TEDX 	 16 	 16 	   -2.00000000 	    0.06048799 	    0.00606637 	    2.00000000 	    0.06048799 	    0.00606637
TEDY 	 16 	 16 	   -2.00000000 	    0.04663787 	   -0.00778375 	    2.00000000 	    0.06896465 	    0.01454303
TETX 	 16 	 16 	   -0.03000000 	    0.04372737 	   -0.01069425 	    0.03000000 	    0.06875876 	    0.01433714
TETY 	 16 	 16 	   -0.03000000 	    0.06060927 	    0.00618765 	    0.03000000 	    0.06060927 	    0.00618765
TEDX 	 23 	 23 	   -2.00000000 	    0.05553987 	    0.00111825 	    2.00000000 	    0.05553987 	    0.00111825
TEDY 	 23 	 23 	   -2.00000000 	    0.05460416 	    0.00018254 	    2.00000000 	    0.05450947 	    8.7858E-05
TETX 	 23 	 23 	   -0.03000000 	    0.04278546 	   -0.01163616 	    0.03000000 	    0.06904352 	    0.01462191
TETY 	 23 	 23 	    0.03000000 	    0.06004526 	    0.00562364 	    0.03000000 	    0.06004526 	    0.00562364

Worst offenders:
Type           			       Value   	    Criterion      	  Change
TEDY 	  9 	  9 	   -2.00000000 	    0.07156348 	    0.01714186
TETX 	 23 	 23 	    0.03000000 	    0.06904352 	    0.01462191
TEDY 	 16 	 16 	    2.00000000 	    0.06896465 	    0.01454303
TETX 	 16 	 16 	    0.03000000 	    0.06875876 	    0.01433714
TEDX 	  9 	  9 	    2.00000000 	    0.06217472 	    0.00775311
TEDX 	  9 	  9 	   -2.00000000 	    0.06217472 	    0.00775311
TTHI 	 12 	 12 	    6.00000000 	    0.06217382 	    0.00775221
TETY 	 16 	 16 	    0.03000000 	    0.06060927 	    0.00618765
TETY 	 16 	 16 	   -0.03000000 	    0.06060927 	    0.00618765
TTHI 	 12 	 12 	   -6.00000000 	    0.06052399 	    0.00610238


Estimated Performance Changes based upon Root-Sum-Square method:
Nominal Merit Function      :	    0.05442161
Estimated change            :	    0.03000245
Estimated Merit Function    :	    0.08442406

Compensator Statistics:
Change in back focus:
Minimum            :	       -5.209957
Maximum            :	        5.219842
Mean               :	        0.000413
Standard Deviation :	        1.505597


Monte Carlo Analysis:
Number of trials: 10000

Initial Statistics: Normal Distribution

    Trial 	    Criterion 	      Change
   1398 	    0.05285240 	   -0.00156921
   1399 	    0.06258103 	    0.00815942
   1400 	    0.06671823 	    0.01229661
   1401 	    0.05695188 	    0.00253026
   1402 	    0.06487709 	    0.01045548
   1403 	    0.05599166 	    0.00157005
   1404 	    0.06272649 	    0.00830487
   1405 	    0.09182920 	    0.03740758
   1406 	    0.04749355 	   -0.00692807
   1407 	    0.06597683 	    0.01155522
   1408 	    0.07530152 	    0.02087991
   1409 	    0.08278003 	    0.02835842
   1410 	    0.07146228 	    0.01704066
   1411 	    0.06257832 	    0.00815670
   1412 	    0.07061196 	    0.01619035
   1413 	    0.06512303 	    0.01070142
   1414 	    0.06976511 	    0.01534349
   1415 	    0.07888786 	    0.02446624
   1416 	    0.05782872 	    0.00340711
   1417 	    0.06312677 	    0.00870516
   1418 	    0.06801170 	    0.01359008
   1419 	    0.07001089 	    0.01558927
   1420 	    0.05998550 	    0.00556389
   1421 	    0.05970228 	    0.00528067
   1422 	    0.07079141 	    0.01636980
   1423 	    0.06632527 	    0.01190366
   1424 	    0.06546582 	    0.01104421
   1425 	    0.05696380 	    0.00254218
   1426 	    0.06184847 	    0.00742686
   1427 	    0.07206450 	    0.01764288
   1428 	    0.04620350 	   -0.00821811
   1429 	    0.06032250 	    0.00590088
   1430 	    0.06669503 	    0.01227341
   1431 	    0.05652656 	    0.00210495
   1432 	    0.04672708 	   -0.00769453
   1433 	    0.04741028 	   -0.00701134
   1434 	    0.08133735 	    0.02691574
   1435 	    0.06382691 	    0.00940529
   1436 	    0.06593126 	    0.01150965
   1437 	    0.07611797 	    0.02169636
   1438 	    0.06938278 	    0.01496117
   1439 	    0.07589014 	    0.02146852
   1440 	    0.05153524 	   -0.00288637
   1441 	    0.05671872 	    0.00229710
   1442 	    0.05649125 	    0.00206964
   1443 	    0.06903889 	    0.01461727
   1444 	    0.05415851 	   -0.00026311
   1445 	    0.06244340 	    0.00802179
   1446 	    0.06657169 	    0.01215008
   1447 	    0.05361649 	   -0.00080512
   1448 	    0.07817359 	    0.02375198
   1449 	    0.05517853 	    0.00075692
   1450 	    0.07248769 	    0.01806607
   1451 	    0.05136903 	   -0.00305258
   1452 	    0.09096605 	    0.03654444
   1453 	    0.05711152 	    0.00268991
   1454 	    0.05168780 	   -0.00273382
   1455 	    0.07148612 	    0.01706451
   1456 	    0.06986159 	    0.01543997
   1457 	    0.08240102 	    0.02797941
   1458 	    0.06670033 	    0.01227871
   1459 	    0.06805049 	    0.01362888
   1460 	    0.06623144 	    0.01180983
   1461 	    0.05489315 	    0.00047154
   1462 	    0.04945194 	   -0.00496967
   1463 	    0.07342043 	    0.01899881
   1464 	    0.07148667 	    0.01706506
   1465 	    0.05440354 	   -1.8070E-05
   1466 	    0.06009813 	    0.00567652
   1467 	    0.06731038 	    0.01288877
   1468 	    0.07108465 	    0.01666304
   1469 	    0.04828782 	   -0.00613380
   1470 	    0.06635601 	    0.01193440
   1471 	    0.08133147 	    0.02690986
   1472 	    0.04264528 	   -0.01177633
   1473 	    0.05248461 	   -0.00193700
   1474 	    0.07699097 	    0.02256935
   1475 	    0.05938114 	    0.00495952
   1476 	    0.06567288 	    0.01125126
   1477 	    0.06564784 	    0.01122622
   1478 	    0.04616817 	   -0.00825344
   1479 	    0.06179517 	    0.00737356
   1480 	    0.06615599 	    0.01173437
   1481 	    0.07697395 	    0.02255234
   1482 	    0.07197156 	    0.01754995
   1483 	    0.05325452 	   -0.00116709
   1484 	    0.06844985 	    0.01402824
   1485 	    0.05851853 	    0.00409692
   1486 	    0.05699065 	    0.00256904
   1487 	    0.06362389 	    0.00920228
   1488 	    0.06630826 	    0.01188665
   1489 	    0.05851913 	    0.00409751
   1490 	    0.05156719 	   -0.00285443
   1491 	    0.07868798 	    0.02426636
   1492 	    0.05224598 	   -0.00217563
   1493 	    0.06708504 	    0.01266343
   1494 	    0.07614421 	    0.02172259
   1495 	    0.08431137 	    0.02988975
   1496 	    0.04810601 	   -0.00631560
   1497 	    0.05908862 	    0.00466701
   1498 	    0.08502184 	    0.03060023
   1499 	    0.08869229 	    0.03427068
   1500 	    0.05610440 	    0.00168279
   1501 	    0.06052255 	    0.00610094
   1502 	    0.06527431 	    0.01085270
   1503 	    0.05599120 	    0.00156959
   1504 	    0.06904335 	    0.01462174
   1505 	    0.05321538 	   -0.00120624
   1506 	    0.05950102 	    0.00507940
   1507 	    0.05179299 	   -0.00262862
   1508 	    0.06423114 	    0.00980953
   1509 	    0.05819052 	    0.00376890
   1510 	    0.05401839 	   -0.00040322
   1511 	    0.06569073 	    0.01126912
   1512 	    0.05835237 	    0.00393076
   1513 	    0.05828542 	    0.00386381
   1514 	    0.05395918 	   -0.00046243
   1515 	    0.06691970 	    0.01249808
   1516 	    0.06820943 	    0.01378781
   1517 	    0.07318585 	    0.01876423
   1518 	    0.07387243 	    0.01945081
   1519 	    0.05082374 	   -0.00359787
   1520 	    0.07411431 	    0.01969270
   1521 	    0.05605879 	    0.00163718
   1522 	    0.06117315 	    0.00675153
   1523 	    0.06120169 	    0.00678007
   1524 	    0.05815391 	    0.00373230
   1525 	    0.09359424 	    0.03917263
   1526 	    0.06017820 	    0.00575658
   1527 	    0.07220264 	    0.01778102
   1528 	    0.06387007 	    0.00944845
   1529 	    0.05049136 	   -0.00393026
   1530 	    0.06747608 	    0.01305446
   1531 	    0.06445866 	    0.01003705
   1532 	    0.06343513 	    0.00901351
   1533 	    0.08704039 	    0.03261877
   1534 	    0.07495278 	    0.02053116
   1535 	    0.07077361 	    0.01635200
   1536 	    0.06037485 	    0.00595324
   1537 	    0.05446789 	    4.6274E-05
   1538 	    0.07081736 	    0.01639574
   1539 	    0.08252339 	    0.02810178
   1540 	    0.07851418 	    0.02409256
   1541 	    0.05726041 	    0.00283879
   1542 	    0.07146461 	    0.01704299
   1543 	    0.07102127 	    0.01659965
   1544 	    0.05649707 	    0.00207546
   1545 	    0.07134880 	    0.01692719
   1546 	    0.04961842 	   -0.00480320
   1547 	    0.05923572 	    0.00481411
   1548 	    0.04757478 	   -0.00684684
   1549 	    0.05303815 	   -0.00138346
   1550 	    0.09834526 	    0.04392365
   1551 	    0.07012889 	    0.01570728
   1552 	    0.05328254 	   -0.00113907
   1553 	    0.05468166 	    0.00026005
   1554 	    0.08271335 	    0.02829173
   1555 	    0.06689976 	    0.01247815
   1556 	    0.05712194 	    0.00270032
   1557 	    0.07197542 	    0.01755380
   1558 	    0.06971258 	    0.01529097
   1559 	    0.06440860 	    0.00998699
   1560 	    0.07453474 	    0.02011312
   1561 	    0.05455413 	    0.00013251
   1562 	    0.05082200 	   -0.00359962
   1563 	    0.06708567 	    0.01266405
   1564 	    0.07870216 	    0.02428055
   1565 	    0.05989062 	    0.00546900
   1566 	    0.07035213 	    0.01593051
   1567 	    0.06143126 	    0.00700965
   1568 	    0.04501070 	   -0.00941091
   1569 	    0.06271575 	    0.00829414
   1570 	    0.06676783 	    0.01234622
   1571 	    0.05819790 	    0.00377629
   1572 	    0.07862551 	    0.02420389
   1573 	    0.05510124 	    0.00067962
   1574 	    0.06627795 	    0.01185633
   1575 	    0.07209574 	    0.01767413
   1576 	    0.06111204 	    0.00669043
   1577 	    0.07898747 	    0.02456585
   1578 	    0.06424302 	    0.00982141
   1579 	    0.05926598 	    0.00484437
   1580 	    0.05304298 	   -0.00137864
   1581 	    0.06359810 	    0.00917648
   1582 	    0.06159803 	    0.00717642
   1583 	    0.06096184 	    0.00654023
   1584 	    0.07243611 	    0.01801450
   1585 	    0.05422388 	   -0.00019773
   1586 	    0.05935842 	    0.00493680
   1587 	    0.05063790 	   -0.00378372
   1588 	    0.05571432 	    0.00129271
   1589 	    0.06123547 	    0.00681386
   1590 	    0.05158457 	   -0.00283705
   1591 	    0.06291937 	    0.00849775
   1592 	    0.07711758 	    0.02269596
   1593 	    0.07376397 	    0.01934235
   1594 	    0.06116506 	    0.00674344
   1595 	    0.05666241 	    0.00224080
   1596 	    0.09569976 	    0.04127814
   1597 	    0.05849382 	    0.00407220
   1598 	    0.07981988 	    0.02539827
   1599 	    0.06510937 	    0.01068775
   1600 	    0.07975436 	    0.02533274
   1601 	    0.05512913 	    0.00070752
   1602 	    0.06398705 	    0.00956544
   1603 	    0.08125909 	    0.02683748
   1604 	    0.06303285 	    0.00861124
   1605 	    0.06012978 	    0.00570817
   1606 	    0.05794813 	    0.00352652
   1607 	    0.07236277 	    0.01794116
   1608 	    0.08503122 	    0.03060961
   1609 	    0.05891332 	    0.00449171
   1610 	    0.06043415 	    0.00601254
   1611 	    0.07626165 	    0.02184004
   1612 	    0.06270057 	    0.00827896
   1613 	    0.05542060 	    0.00099899
   1614 	    0.06469766 	    0.01027604
   1615 	    0.06287790 	    0.00845628
   1616 	    0.07690015 	    0.02247854
   1617 	    0.05341405 	   -0.00100756
   1618 	    0.06527727 	    0.01085566
   1619 	    0.07107701 	    0.01665539
   1620 	    0.06885505 	    0.01443344
   1621 	    0.06072696 	    0.00630534
   1622 	    0.06182215 	    0.00740054
   1623 	    0.08578020 	    0.03135859
   1624 	    0.07061750 	    0.01619589
   1625 	    0.06150036 	    0.00707875
   1626 	    0.06933582 	    0.01491420
   1627 	    0.07616421 	    0.02174260
   1628 	    0.05462292 	    0.00020131
   1629 	    0.05497987 	    0.00055826
   1630 	    0.07601716 	    0.02159554
   1631 	    0.06819663 	    0.01377502
   1632 	    0.05787473 	    0.00345312
   1633 	    0.06139006 	    0.00696845
   1634 	    0.07072923 	    0.01630762
   1635 	    0.05784683 	    0.00342522
   1636 	    0.05153203 	   -0.00288958
   1637 	    0.06352643 	    0.00910482
   1638 	    0.07280546 	    0.01838385
   1639 	    0.06025990 	    0.00583828
   1640 	    0.06258195 	    0.00816034
   1641 	    0.06025673 	    0.00583512
   1642 	    0.04733521 	   -0.00708640
   1643 	    0.06789272 	    0.01347110
   1644 	    0.07004639 	    0.01562478
   1645 	    0.05887902 	    0.00445741
   1646 	    0.06916370 	    0.01474209
   1647 	    0.06474383 	    0.01032222
   1648 	    0.05550883 	    0.00108722
   1649 	    0.06466416 	    0.01024254
   1650 	    0.10458613 	    0.05016452
   1651 	    0.05949758 	    0.00507596
   1652 	    0.06080909 	    0.00638747
   1653 	    0.06221373 	    0.00779212
   1654 	    0.07637087 	    0.02194926
   1655 	    0.07444294 	    0.02002133
   1656 	    0.05006170 	   -0.00435992
   1657 	    0.07302643 	    0.01860481
   1658 	    0.08174373 	    0.02732212
   1659 	    0.06634660 	    0.01192498
   1660 	    0.06266959 	    0.00824798
   1661 	    0.07818678 	    0.02376516
   1662 	    0.05989045 	    0.00546883
   1663 	    0.07506003 	    0.02063842
   1664 	    0.06787963 	    0.01345801
   1665 	    0.05614283 	    0.00172122
   1666 	    0.06058310 	    0.00616148
   1667 	    0.06293806 	    0.00851644
   1668 	    0.08134693 	    0.02692532
   1669 	    0.06409324 	    0.00967162
   1670 	    0.06667555 	    0.01225393
   1671 	    0.06031247 	    0.00589085
   1672 	    0.05825907 	    0.00383746
   1673 	    0.06528452 	    0.01086291
   1674 	    0.06134769 	    0.00692607
   1675 	    0.07456098 	    0.02013937
   1676 	    0.07690640 	    0.02248478
   1677 	    0.05466420 	    0.00024258
   1678 	    0.07726259 	    0.02284098
   1679 	    0.05130392 	   -0.00311770
   1680 	    0.04761778 	   -0.00680383
   1681 	    0.07003794 	    0.01561632
   1682 	    0.06713232 	    0.01271070
   1683 	    0.05833932 	    0.00391771
   1684 	    0.05828652 	    0.00386491
   1685 	    0.06373195 	    0.00931034
   1686 	    0.05847708 	    0.00405546
   1687 	    0.06030916 	    0.00588754
   1688 	    0.06882059 	    0.01439897
   1689 	    0.06887328 	    0.01445166
   1690 	    0.05794488 	    0.00352327
   1691 	    0.06681585 	    0.01239423
   1692 	    0.06747631 	    0.01305469
   1693 	    0.05873436 	    0.00431274
   1694 	    0.06948754 	    0.01506593
   1695 	    0.05717438 	    0.00275277
   1696 	    0.08054931 	    0.02612770
   1697 	    0.07550221 	    0.02108060
   1698 	    0.06385027 	    0.00942866
   1699 	    0.05773250 	    0.00331089
   1700 	    0.05683902 	    0.00241740
   1701 	    0.05505389 	    0.00063228
   1702 	    0.09240506 	    0.03798345
   1703 	    0.07141534 	    0.01699372
   1704 	    0.05957352 	    0.00515190
   1705 	    0.06122505 	    0.00680344
   1706 	    0.05741923 	    0.00299762
   1707 	    0.06992028 	    0.01549866
   1708 	    0.08037593 	    0.02595431
   1709 	    0.06333334 	    0.00891172
   1710 	    0.05762181 	    0.00320019
   1711 	    0.07639669 	    0.02197508
   1712 	    0.05725591 	    0.00283429
   1713 	    0.04619815 	   -0.00822347
   1714 	    0.06543238 	    0.01101077
   1715 	    0.04323908 	   -0.01118254
   1716 	    0.08430390 	    0.02988229
   1717 	    0.04561526 	   -0.00880636
   1718 	    0.06670896 	    0.01228735
   1719 	    0.06037309 	    0.00595148
   1720 	    0.06064314 	    0.00622152
   1721 	    0.06030658 	    0.00588496
   1722 	    0.06083530 	    0.00641368
   1723 	    0.05764979 	    0.00322818
   1724 	    0.07211941 	    0.01769780
   1725 	    0.05245508 	   -0.00196653
   1726 	    0.04861815 	   -0.00580347
   1727 	    0.07764285 	    0.02322124
   1728 	    0.09108703 	    0.03666542
   1729 	    0.05366049 	   -0.00076112
   1730 	    0.05457106 	    0.00014944
   1731 	    0.06213477 	    0.00771315
   1732 	    0.07776717 	    0.02334556
   1733 	    0.06686323 	    0.01244162
   1734 	    0.06554201 	    0.01112040
   1735 	    0.05414488 	   -0.00027673
   1736 	    0.10267726 	    0.04825564
   1737 	    0.07870182 	    0.02428021
   1738 	    0.07988858 	    0.02546697
   1739 	    0.07285600 	    0.01843438
   1740 	    0.07466642 	    0.02024481
   1741 	    0.06118744 	    0.00676582
   1742 	    0.05683930 	    0.00241768
   1743 	    0.06297881 	    0.00855719
   1744 	    0.06959825 	    0.01517663
   1745 	    0.05726942 	    0.00284781
   1746 	    0.06359512 	    0.00917350
   1747 	    0.07490910 	    0.02048748
   1748 	    0.05281496 	   -0.00160665
   1749 	    0.05172335 	   -0.00269826
   1750 	    0.10328563 	    0.04886402
   1751 	    0.05824107 	    0.00381946
   1752 	    0.06164916 	    0.00722755
   1753 	    0.07380234 	    0.01938073
   1754 	    0.06287900 	    0.00845738
   1755 	    0.06215664 	    0.00773503
   1756 	    0.06818862 	    0.01376701
   1757 	    0.05882285 	    0.00440124
   1758 	    0.08341830 	    0.02899669
   1759 	    0.05833737 	    0.00391576
   1760 	    0.05819946 	    0.00377784
   1761 	    0.04592977 	   -0.00849185
   1762 	    0.04711878 	   -0.00730284
   1763 	    0.08328610 	    0.02886448
   1764 	    0.07811829 	    0.02369668
   1765 	    0.06904836 	    0.01462674
   1766 	    0.06838858 	    0.01396696
   1767 	    0.06696410 	    0.01254249
   1768 	    0.06971230 	    0.01529069
   1769 	    0.07774519 	    0.02332358
   1770 	    0.06590058 	    0.01147897
   1771 	    0.06168064 	    0.00725903
   1772 	    0.05598188 	    0.00156027
   1773 	    0.06389469 	    0.00947307
   1774 	    0.07549873 	    0.02107712
   1775 	    0.06191345 	    0.00749184
   1776 	    0.06400476 	    0.00958314
   1777 	    0.05486332 	    0.00044171
   1778 	    0.05024306 	   -0.00417855
   1779 	    0.05544609 	    0.00102448
   1780 	    0.05288914 	   -0.00153247
   1781 	    0.06731678 	    0.01289517
   1782 	    0.06437366 	    0.00995205
   1783 	    0.09209984 	    0.03767823
   1784 	    0.05848680 	    0.00406519
   1785 	    0.07098654 	    0.01656493
   1786 	    0.07207108 	    0.01764947
   1787 	    0.06234674 	    0.00792512
   1788 	    0.07071301 	    0.01629140
   1789 	    0.06118111 	    0.00675949
   1790 	    0.06424860 	    0.00982699
   1791 	    0.08609496 	    0.03167335
   1792 	    0.07695914 	    0.02253753
   1793 	    0.05590478 	    0.00148317
   1794 	    0.06379828 	    0.00937666
   1795 	    0.06524378 	    0.01082217
   1796 	    0.07012013 	    0.01569852
   1797 	    0.05421364 	   -0.00020797
   1798 	    0.05922973 	    0.00480811
   1799 	    0.05560764 	    0.00118602
   1800 	    0.07191189 	    0.01749027
   1801 	    0.07429144 	    0.01986983
   1802 	    0.06004611 	    0.00562450
   1803 	    0.08350285 	    0.02908123
   1804 	    0.05569265 	    0.00127104
   1805 	    0.07079131 	    0.01636970
   1806 	    0.07095967 	    0.01653805
   1807 	    0.05259214 	   -0.00182947
   1808 	    0.08540724 	    0.03098563
   1809 	    0.05819488 	    0.00377327
   1810 	    0.06281472 	    0.00839311
   1811 	    0.05918031 	    0.00475869
   1812 	    0.08375884 	    0.02933723
   1813 	    0.05547248 	    0.00105087
   1814 	    0.07420514 	    0.01978352
   1815 	    0.05800593 	    0.00358432
   1816 	    0.06830123 	    0.01387962
   1817 	    0.06136339 	    0.00694177
   1818 	    0.07388247 	    0.01946086
   1819 	    0.06782294 	    0.01340132
   1820 	    0.07838645 	    0.02396484
   1821 	    0.05054853 	   -0.00387309
   1822 	    0.06729804 	    0.01287643
   1823 	    0.05789388 	    0.00347226
   1824 	    0.04917004 	   -0.00525158
   1825 	    0.08632164 	    0.03190002
   1826 	    0.06496383 	    0.01054222
   1827 	    0.05855170 	    0.00413009
   1828 	    0.08937279 	    0.03495118
   1829 	    0.07237733 	    0.01795572
   1830 	    0.06537935 	    0.01095773
   1831 	    0.06209045 	    0.00766884
   1832 	    0.06618895 	    0.01176734
   1833 	    0.05137253 	   -0.00304908
   1834 	    0.07661336 	    0.02219175
   1835 	    0.05264665 	   -0.00177496
   1836 	    0.04733238 	   -0.00708923
   1837 	    0.06306355 	    0.00864193
   1838 	    0.07554804 	    0.02112643
   1839 	    0.07741696 	    0.02299535
   1840 	    0.07344201 	    0.01902040
   1841 	    0.08784211 	    0.03342050
   1842 	    0.06320961 	    0.00878799
   1843 	    0.06569159 	    0.01126997
   1844 	    0.06864620 	    0.01422459
   1845 	    0.05395069 	   -0.00047092
   1846 	    0.06755506 	    0.01313344
   1847 	    0.05018405 	   -0.00423756
   1848 	    0.06667822 	    0.01225661
   1849 	    0.07468767 	    0.02026606
   1850 	    0.05928802 	    0.00486640
   1851 	    0.06915344 	    0.01473183
   1852 	    0.08576979 	    0.03134817
   1853 	    0.07910307 	    0.02468146
   1854 	    0.06164447 	    0.00722285
   1855 	    0.06252714 	    0.00810553
   1856 	    0.04771564 	   -0.00670598
   1857 	    0.07369035 	    0.01926874
   1858 	    0.07171724 	    0.01729563
   1859 	    0.07242032 	    0.01799871
   1860 	    0.04998524 	   -0.00443637
   1861 	    0.04955595 	   -0.00486566
   1862 	    0.06752284 	    0.01310123
   1863 	    0.08130146 	    0.02687984
   1864 	    0.05814615 	    0.00372454
   1865 	    0.06319813 	    0.00877651
   1866 	    0.06699438 	    0.01257277
   1867 	    0.06428318 	    0.00986157
   1868 	    0.07494612 	    0.02052451
   1869 	    0.06282408 	    0.00840247
   1870 	    0.05626420 	    0.00184259
   1871 	    0.06235072 	    0.00792910
   1872 	    0.06084439 	    0.00642278
   1873 	    0.06678615 	    0.01236454
   1874 	    0.05992594 	    0.00550433
   1875 	    0.07302963 	    0.01860802
   1876 	    0.05369381 	   -0.00072780
   1877 	    0.08671189 	    0.03229028
   1878 	    0.06608769 	    0.01166607
   1879 	    0.05031327 	   -0.00410835
   1880 	    0.08001118 	    0.02558957
   1881 	    0.06630632 	    0.01188471
   1882 	    0.06370140 	    0.00927978
   1883 	    0.05597479 	    0.00155317
   1884 	    0.06013455 	    0.00571293
   1885 	    0.07424095 	    0.01981933
   1886 	    0.05418729 	   -0.00023432
   1887 	    0.06197092 	    0.00754930
   1888 	    0.09409980 	    0.03967819
   1889 	    0.05877202 	    0.00435041
   1890 	    0.07970431 	    0.02528270
   1891 	    0.05589761 	    0.00147599
   1892 	    0.06021557 	    0.00579396
   1893 	    0.06782615 	    0.01340454
   1894 	    0.06803988 	    0.01361827
   1895 	    0.05784056 	    0.00341894
   1896 	    0.08290232 	    0.02848071
   1897 	    0.05456346 	    0.00014184
   1898 	    0.05399776 	   -0.00042385
   1899 	    0.05189250 	   -0.00252911
   1900 	    0.05770702 	    0.00328541
   1901 	    0.05710939 	    0.00268777
   1902 	    0.06887724 	    0.01445562
   1903 	    0.06968645 	    0.01526483
   1904 	    0.08632230 	    0.03190068
   1905 	    0.06673647 	    0.01231486
   1906 	    0.06650865 	    0.01208704
   1907 	    0.07200027 	    0.01757866
   1908 	    0.05372254 	   -0.00069908
   1909 	    0.05036153 	   -0.00406008
   1910 	    0.08634895 	    0.03192734
   1911 	    0.05094299 	   -0.00347863
   1912 	    0.05867907 	    0.00425746
   1913 	    0.04542881 	   -0.00899280
   1914 	    0.07142544 	    0.01700383
   1915 	    0.06884466 	    0.01442305
   1916 	    0.06791790 	    0.01349629
   1917 	    0.05347391 	   -0.00094770
   1918 	    0.08288551 	    0.02846390
   1919 	    0.04889851 	   -0.00552311
   1920 	    0.06292399 	    0.00850237
   1921 	    0.05826970 	    0.00384808
   1922 	    0.06819809 	    0.01377648
   1923 	    0.07688639 	    0.02246478
   1924 	    0.07153640 	    0.01711478
   1925 	    0.07900223 	    0.02458062
   1926 	    0.05540228 	    0.00098067
   1927 	    0.05967653 	    0.00525491
   1928 	    0.04964082 	   -0.00478079
   1929 	    0.08943812 	    0.03501650
   1930 	    0.06631178 	    0.01189016
   1931 	    0.05188953 	   -0.00253209
   1932 	    0.08413484 	    0.02971323
   1933 	    0.07181812 	    0.01739651
   1934 	    0.05599202 	    0.00157040
   1935 	    0.06528451 	    0.01086289
   1936 	    0.05472026 	    0.00029865
   1937 	    0.07756782 	    0.02314621
   1938 	    0.08444830 	    0.03002669
   1939 	    0.05595418 	    0.00153257
   1940 	    0.04790845 	   -0.00651317
   1941 	    0.04971644 	   -0.00470518
   1942 	    0.07472033 	    0.02029871
   1943 	    0.05804329 	    0.00362167
   1944 	    0.06557027 	    0.01114865
   1945 	    0.08740487 	    0.03298325
   1946 	    0.08018116 	    0.02575955
   1947 	    0.04687121 	   -0.00755040
   1948 	    0.07971886 	    0.02529724
   1949 	    0.06128050 	    0.00685888
   1950 	    0.09107828 	    0.03665667
   1951 	    0.06497141 	    0.01054979
   1952 	    0.07793698 	    0.02351536
   1953 	    0.04709089 	   -0.00733072
   1954 	    0.05263795 	   -0.00178366
   1955 	    0.06788252 	    0.01346091
   1956 	    0.06311984 	    0.00869823
   1957 	    0.05706222 	    0.00264060
   1958 	    0.05778315 	    0.00336154
   1959 	    0.06281194 	    0.00839032
   1960 	    0.05326798 	   -0.00115363
   1961 	    0.05947073 	    0.00504912
   1962 	    0.06348757 	    0.00906596
   1963 	    0.09197344 	    0.03755182
   1964 	    0.04424395 	   -0.01017766
   1965 	    0.07040257 	    0.01598096
   1966 	    0.07790987 	    0.02348826
   1967 	    0.07833539 	    0.02391378
   1968 	    0.06017083 	    0.00574921
   1969 	    0.07975570 	    0.02533408
   1970 	    0.08505432 	    0.03063271
   1971 	    0.06654371 	    0.01212210
   1972 	    0.04659643 	   -0.00782519
   1973 	    0.04639144 	   -0.00803017
