,cam,f_num,f_num_min,f_num_max
0,1.0,1.7656088598161845,1.728499056398499,1.896827741522601
1,2.0,1.7496426676766188,1.711339440850454,1.8908910573967612
2,3.0,1.7550883174629004,1.7251442015759468,1.867848243245445
3,4.0,1.781249763799861,1.7414888177805763,1.9154820516654247
4,5.0,1.7658639704518322,1.7269444979073396,1.9018156245933349
5,6.0,1.7536626238517627,1.7151761689549976,1.8894264652492183
6,7.0,1.7412774056660003,1.7043945332065893,1.8764661397971092
7,8.0,1.7109257322657005,1.669017509260295,1.853084806589618
8,9.0,1.7447178689934908,1.703660833325729,1.8856489944933463
9,10.0,1.8352114057560016,1.798979012786321,1.9745483395287404
10,11.0,1.8550963506881553,1.812965717995411,1.9989624320524615
11,12.0,1.8327979589510235,1.7912532723734285,1.9737270819994415
12,13.0,1.8327588017046375,1.7922865908244456,1.985842657076692
13,14.0,1.8086388780872513,1.7685145193917924,1.9504028575481018
14,15.0,1.8297063480590596,1.789242932093692,1.9679896876504215
15,16.0,1.8265771398054282,1.793186670374459,1.9593701965130899
16,17.0,1.7642836495981116,1.7267239475794898,1.9025585284659556
17,18.0,1.743135562224204,1.7031121141596155,1.890725869705553
18,19.0,1.7979032653717752,1.7603218341514892,1.939316133162487
19,20.0,1.7204715097110346,1.673458296722891,1.880370660657904
20,21.0,1.7371913576753322,1.6948366162372415,1.8872151953335363
21,22.0,1.7875131271400448,1.7461193925583882,1.9320858077301566
22,23.0,1.7739903144453104,1.738533599561707,1.921453140421855
23,24.0,1.79081697567891,1.7586257550663456,1.9196694610354903
24,25.0,1.85041462662985,1.8193527172555888,1.9807574577440108
25,26.0,1.8016199552073429,1.7623587967872518,1.9315575917697876
26,27.0,1.8281331470778381,1.7894736398179485,1.9726905222092423
27,28.0,1.8089113198395543,1.7715522686389142,1.956774342824419
28,29.0,1.8026537038583073,1.7658775243261937,1.9506296119989646
29,30.0,1.8180663043643064,1.7735153742149121,1.971889973815208
30,31.0,1.7865869624441373,1.749236682658987,1.9286770080174693
31,32.0,1.7929913040486378,1.7520606087689996,1.9436282009835477
32,33.0,1.779562915865817,1.745472002451352,1.9140586555596986
33,34.0,1.746195939004606,1.69682171931299,1.9096693168327696
34,35.0,1.7538188456519612,1.7119600535884487,1.9133325281280582
35,36.0,1.6950319916184131,1.6564472121896854,1.8621992937622556
36,37.0,1.71342077523357,1.6728510914665242,1.8631643704077328
37,38.0,1.7114404435611503,1.6605229238594081,1.888983960454807
38,39.0,1.7143170375967558,1.6579414351905404,1.8871552962577705
39,40.0,1.7202197427480226,1.678540885799231,1.8820479333577824
40,41.0,1.747102006713059,1.7069222138007478,1.9062106264340766
41,42.0,1.7657030200309605,1.7221892530338914,1.9329291429680273
42,43.0,1.76543896827991,1.7347948240360456,1.8980812199713089
43,44.0,1.8250287361519062,1.78796130077399,1.9616404583898097
44,45.0,1.8199325731671263,1.7902305429415346,1.947183440123649
45,46.0,1.7821498207728832,1.7484466417368654,1.9662159784359752
46,47.0,1.759890936291088,1.7197818425421134,1.8992507684367197
47,48.0,1.8175720430773292,1.7819849879599674,1.9854148421027369
48,49.0,1.7965985514528977,1.761524008086917,1.9495603484227437
49,50.0,1.750328821421952,1.712473950743936,1.906939066804691
50,51.0,1.7546672679544608,1.7134720479410597,1.905804975963665
51,52.0,1.7825460215849056,1.7441276746677117,1.9407615714051936
52,53.0,1.8247909814894008,1.7778952069629752,1.9719779505065078
53,54.0,1.751944069962486,1.702865909640751,1.90565120985657
54,55.0,1.7510108522059484,1.6956595360870974,1.9621786231668312
55,56.0,1.7829010565929004,1.738209547706903,1.9564649236278369
56,57.0,1.7498238928114245,1.7026053638896845,1.9504919226952238
57,58.0,1.7168962365300513,1.653395815707184,1.9473794225670338
58,59.0,1.716625343921294,1.6732225238618479,1.875991118727282
59,60.0,1.718509884913918,1.6840985348087356,1.8730002567128974
60,61.0,1.6990001687132055,1.6465093054741606,1.8453132104821501
61,62.0,1.713169774264088,1.6603720705651763,1.895793671404423
62,63.0,1.7062418197788696,1.6581048503837186,1.8710687271578692
63,64.0,1.6959403289168138,1.6418492567127292,1.875501423644175
64,65.0,1.7077468679076948,1.6643971158776627,1.8718228487264956
65,66.0,1.7774342084253014,1.7344430553201016,1.9323521748778203
66,67.0,1.8086811572837276,1.770486222508463,1.950522038781565
67,68.0,1.774900247443682,1.7333211192899496,1.9197561503094722
68,69.0,1.7825842928283133,1.7423522761807577,1.9701691411490556
69,70.0,1.795363780356283,1.756258201026664,2.003857706697128
70,71.0,1.7713181128123943,1.7332846142251541,1.935395376836185
71,72.0,1.8042317600178521,1.7660044472751733,1.966589800847581
72,73.0,1.7270526271762991,1.6891624327024393,1.8842641494336128
73,74.0,1.7406430132645825,1.6959004277321332,1.9034172549528618
74,75.0,1.8016325639973019,1.7645499573153287,1.955825273475272
75,76.0,1.8020189937435611,1.7529765933071546,1.9946364856575165
76,77.0,1.8015191655085403,1.7567059659468522,2.048342145251546
77,78.0,1.6799452149771257,1.6291775843671286,1.8826228917866936
78,79.0,1.7331036188821054,1.6910553131712542,1.9016356455135117
79,80.0,1.8639303041860877,1.8191049622620807,2.0104420707641943
80,81.0,1.752386423836529,1.610731251713219,1.9028545940797688
81,82.0,1.7050780319800507,1.6406631538539547,1.9482215698008942
82,83.0,1.7253927977970442,1.6768456458425869,1.9179084063616065
83,84.0,1.692669727892427,1.6482199205966483,1.8853713906370464
84,85.0,1.665614233093885,1.6012601951835206,1.8657218536698033
