,r=0 mm,r=10 mm,r=20 mm,r=30 mm,r=40 mm,r=50 mm,r=60 mm,r=70 mm,r=80 mm
z,0.0,0.11238524985700919,0.4484865725797826,1.005311827907015,1.7784102249273621,2.7625568889876506,3.952474251428435,5.343357806967648,6.930912618719525
