,r=0 mm,r=10 mm,r=20 mm,r=30 mm,r=40 mm,r=50 mm,r=60 mm,r=70 mm,r=80 mm,r=90 mm,r=100 mm
z,0.0,0.05733569888176116,0.22859443535226698,0.5115663641840611,0.9026660724322831,1.3970115636877314,1.9884054482057087,2.669099984801606,3.4292052291971444,4.255580378737599,5.130030277315818
