,r=0 mm,r=10 mm,r=20 mm,r=30 mm,r=40 mm,r=50 mm,r=60 mm,r=70 mm,r=80 mm
z,0.0,0.12998854270594834,0.5178837893505056,1.1576343932362116,2.039603985529272,3.1509646520961767,4.4757236425874565,5.993927126651819,7.679518242175644
