Date:  23:24; lundi; février 21; 2022
Nom du modèle: FEA_Mirror3Ra_WithCone
Nom de l'étude: M3Ra_El00Pa00ct_Bonded(-Défaut-)
Type de tracé: Déplacement statique DispZ
Type de résultat: UZ 

        
Valeur	Unité
Somme	1 008.785828	mm
Moyenne	0.060222	mm
Max	0.349747	mm
Min	-0.150740	mm
Moyenne quadratique	0.134747	mm

Noeud	Valeur	X_mm	Y_mm	Z_mm	Composants
269047	0.057343	781.25006104	130.44885254	34.08738327	Mirror3Ra_Left-1
269048	0.044856	1 093.75000000	-43.48823166	63.16250610	Mirror3Ra_Left-1
269049	0.039559	1 093.75000000	-130.45704651	63.26650238	Mirror3Ra_Left-1
269050	0.050121	1 093.75000000	43.48041916	63.74449921	Mirror3Ra_Left-1
269051	0.055434	1 093.75000000	130.44924927	65.00798035	Mirror3Ra_Left-1
269052	0.023526	1 718.75000000	-304.39331055	159.97564697	Mirror3Ra_Left-1
269053	0.029721	1 718.75000000	-217.42460632	158.18150330	Mirror3Ra_Left-1
269054	0.017502	1 718.75000000	-391.36199951	162.47840881	Mirror3Ra_Left-1
269055	0.011544	1 718.75000000	-478.33068848	165.69528198	Mirror3Ra_Left-1
269056	0.029908	781.25006104	-391.36364746	36.24319077	Mirror3Ra_Left-1
269057	0.024681	781.25006104	-478.33233643	39.03486633	Mirror3Ra_Left-1
269058	0.034905	781.25006104	-304.39495850	34.15496826	Mirror3Ra_Left-1
269059	0.039662	781.25006104	-217.42623901	32.76488876	Mirror3Ra_Left-1
269060	-0.024213	1 718.75000000	-1 000.14282227	200.32878113	Mirror3Ra_Left-1
269061	-0.018015	1 718.75000000	-913.17413330	192.69920349	Mirror3Ra_Left-1
269062	-0.030578	1 718.75000000	-1 087.11145020	208.71733093	Mirror3Ra_Left-1
269063	-0.037038	1 718.75000000	-1 174.08007813	217.87226868	Mirror3Ra_Left-1
269064	0.018553	1 406.25000000	-391.36270142	109.80339050	Mirror3Ra_Left-1
269065	0.012910	1 406.25000000	-478.33139038	112.84209442	Mirror3Ra_Left-1
269066	0.024088	1 406.25000000	-304.39401245	107.47435760	Mirror3Ra_Left-1
269067	0.029991	1 406.25000000	-217.42529297	105.84957886	Mirror3Ra_Left-1
269068	0.028741	1 093.75000000	-304.39453125	65.55151367	Mirror3Ra_Left-1
269069	0.034193	1 093.75000000	-217.42584229	64.06119537	Mirror3Ra_Left-1
269070	0.023029	1 093.75000000	-391.36322021	67.74259186	Mirror3Ra_Left-1
269071	0.017359	1 093.75000000	-478.33190918	70.63979340	Mirror3Ra_Left-1
269072	-0.087523	781.25006104	-1 782.86206055	169.65066528	Mirror3Ra_Left-1
269073	-0.094402	781.25006104	-1 869.83056641	184.61367798	Mirror3Ra_Left-1
269074	-0.080281	781.25006104	-1 695.89355469	155.50906372	Mirror3Ra_Left-1
269075	-0.072792	781.25006104	-1 608.92480469	142.17955017	Mirror3Ra_Left-1
269076	-0.022106	781.25006104	-1 087.11328125	78.76714325	Mirror3Ra_Left-1
269077	-0.030648	781.25006104	-1 174.08178711	87.40515137	Mirror3Ra_Left-1
269078	-0.014059	781.25006104	-1 000.14447021	70.88340759	Mirror3Ra_Left-1
269079	-0.006689	781.25006104	-913.17584229	63.74674988	Mirror3Ra_Left-1
269080	-0.030314	1 406.25000000	-1 087.11218262	154.48638916	Mirror3Ra_Left-1
269081	-0.037330	1 406.25000000	-1 174.08081055	163.42494202	Mirror3Ra_Left-1
269082	-0.023513	1 406.25000000	-1 000.14355469	146.30918884	Mirror3Ra_Left-1
269083	-0.016907	1 406.25000000	-913.17480469	138.88598633	Mirror3Ra_Left-1
269084	-0.020433	1 093.75000000	-1 000.14410400	103.17993927	Mirror3Ra_Left-1
269085	-0.013367	1 093.75000000	-913.17541504	95.92082214	Mirror3Ra_Left-1
269086	-0.027757	1 093.75000000	-1 087.11279297	111.18910217	Mirror3Ra_Left-1
269087	-0.035443	1 093.75000000	-1 174.08142090	119.95556641	Mirror3Ra_Left-1
269088	0.119185	781.25006104	1 087.10583496	92.71076202	Mirror3Ra_Left-1
269089	0.127927	781.25006104	1 174.07482910	101.93370819	Mirror3Ra_Left-1
269090	0.111087	781.25006104	1 000.13684082	84.12776184	Mirror3Ra_Left-1
269091	0.104035	781.25006104	913.16809082	76.18704987	Mirror3Ra_Left-1
269092	0.204132	781.25006104	1 782.85705566	184.24790955	Mirror3Ra_Left-1
269093	0.216347	781.25006104	1 869.82592773	198.52384949	Mirror3Ra_Left-1
269094	0.192225	781.25006104	1 695.88818359	170.59837341	Mirror3Ra_Left-1
269095	0.180644	781.25006104	1 608.91931152	157.57647705	Mirror3Ra_Left-1
269096	0.069336	468.75006104	361.42587280	20.50557327	Mirror3Ra_Left-1
269097	0.073253	468.75006104	448.39465332	24.36112404	Mirror3Ra_Left-1
269098	0.065488	468.75006104	274.45709229	17.31290817	Mirror3Ra_Left-1
269099	0.061676	468.75006104	187.48834229	14.78684616	Mirror3Ra_Left-1
269100	0.070919	781.25006104	391.35528564	42.18107986	Mirror3Ra_Left-1
269101	0.075605	781.25006104	478.32406616	46.21025085	Mirror3Ra_Left-1
269102	0.066342	781.25006104	304.38653564	38.81505203	Mirror3Ra_Left-1
269103	0.061856	781.25006104	217.41775513	36.11586761	Mirror3Ra_Left-1
269104	0.066341	1 093.75000000	304.38690186	69.56231689	Mirror3Ra_Left-1
269105	0.060831	1 093.75000000	217.41816711	66.94862366	Mirror3Ra_Left-1
269106	0.071993	1 093.75000000	391.35568237	72.84514618	Mirror3Ra_Left-1
269107	0.077707	1 093.75000000	478.32446289	76.79338837	Mirror3Ra_Left-1
269108	0.075194	1 406.25000000	391.35623169	113.78495026	Mirror3Ra_Left-1
269109	0.082112	1 406.25000000	478.32498169	117.62446594	Mirror3Ra_Left-1
269110	0.068484	1 406.25000000	304.38745117	110.61383820	Mirror3Ra_Left-1
269111	0.061750	1 406.25000000	217.41870117	108.11493683	Mirror3Ra_Left-1
269112	0.137177	1 718.75000000	1 000.13854980	204.88513184	Mirror3Ra_Left-1
269113	0.128596	1 718.75000000	913.16967773	197.22094727	Mirror3Ra_Left-1
269114	0.145927	1 718.75000000	1 087.10754395	213.19932556	Mirror3Ra_Left-1
269115	0.154957	1 718.75000000	1 174.07641602	222.16107178	Mirror3Ra_Left-1
269116	0.072787	1 718.75000000	304.38812256	162.01693726	Mirror3Ra_Left-1
269117	0.065050	1 718.75000000	217.41937256	159.66281128	Mirror3Ra_Left-1
269118	0.080466	1 718.75000000	391.35687256	165.04710388	Mirror3Ra_Left-1
269119	0.088161	1 718.75000000	478.32565308	168.74943542	Mirror3Ra_Left-1
269120	-0.082525	1 093.75000000	-1 695.89306641	188.89628601	Mirror3Ra_Left-1
269121	-0.074985	1 093.75000000	-1 608.92443848	175.41920471	Mirror3Ra_Left-1
269122	-0.089768	1 093.75000000	-1 782.86157227	203.18878174	Mirror3Ra_Left-1
269123	-0.096558	1 093.75000000	-1 869.83007813	218.30609131	Mirror3Ra_Left-1
269124	0.198744	1 093.75000000	1 695.88854980	200.25975037	Mirror3Ra_Left-1
269125	0.187319	1 093.75000000	1 608.91967773	187.29197693	Mirror3Ra_Left-1
269126	0.210273	1 093.75000000	1 782.85742188	213.85671997	Mirror3Ra_Left-1
269127	0.222271	1 093.75000000	1 869.82629395	228.08164978	Mirror3Ra_Left-1
269128	0.118622	1 093.75000000	1 000.13732910	114.27008057	Mirror3Ra_Left-1
269129	0.110674	1 093.75000000	913.16851807	106.39773560	Mirror3Ra_Left-1
269130	0.126964	1 093.75000000	1 087.10632324	122.78666687	Mirror3Ra_Left-1
269131	0.135873	1 093.75000000	1 174.07531738	131.94508362	Mirror3Ra_Left-1
269132	0.136456	1 406.25000000	1 087.10681152	162.93580627	Mirror3Ra_Left-1
269133	0.145348	1 406.25000000	1 174.07580566	172.00738525	Mirror3Ra_Left-1
269134	0.127911	1 406.25000000	1 000.13781738	154.50859070	Mirror3Ra_Left-1
269135	0.119624	1 406.25000000	913.16900635	146.72819519	Mirror3Ra_Left-1
269136	0.084282	410.15625000	666.75335693	34.27046585	Mirror3Ra_Left-1
269137	0.089093	449.21878052	746.12969971	41.60541534	Mirror3Ra_Left-1
269138	-0.020145	78.12503815	-1 159.38342285	52.39317703	Mirror3Ra_Left-1
269139	-0.025253	78.12503815	-1 211.98803711	57.82822418	Mirror3Ra_Left-1
269140	-0.022265	29.29686928	-1 180.77343750	54.27878189	Mirror3Ra_Left-1
269141	-0.020385	9.76563454	-1 161.42150879	52.26569748	Mirror3Ra_Left-1
269142	0.077854	2 460.93750000	234.96488953	324.39566040	Mirror3Ra_Left-1
269143	0.079362	2 382.81250000	263.38906860	304.90237427	Mirror3Ra_Left-1
269144	0.305771	40.44200897	2 520.74682617	294.83471680	Mirror3Ra_Left-1
269145	-0.098125	1 658.51098633	-1 971.25732422	327.09680176	Mirror3Ra_Left-1
269146	0.149391	1 959.85412598	1 054.70251465	255.78811646	Mirror3Ra_Left-1
269147	0.136378	1 931.56945801	935.05096436	239.29446411	Mirror3Ra_Left-1
269148	0.220851	29.29686928	1 947.32690430	181.09983826	Mirror3Ra_Left-1
269149	0.218181	9.76563358	1 928.38305664	177.76618958	Mirror3Ra_Left-1
269150	-0.098788	1 711.73608398	-1 991.60412598	341.51580811	Mirror3Ra_Left-1
269151	-0.104510	1 658.51098633	-2 058.22583008	344.46621704	Mirror3Ra_Left-1
269152	0.105019	29.29686928	964.65454102	49.46099091	Mirror3Ra_Left-1
269153	0.103276	9.76563549	941.76354980	47.31976318	Mirror3Ra_Left-1
269154	0.230928	29.29686928	2 018.18798828	193.68794250	Mirror3Ra_Left-1
269155	0.233911	9.76563358	2 039.12951660	197.44891357	Mirror3Ra_Left-1
269156	0.237260	1 914.40698242	1 804.70166016	342.35519409	Mirror3Ra_Left-1
269157	0.235295	1 993.22131348	1 773.10266113	353.00186157	Mirror3Ra_Left-1
269158	0.112969	97.65625763	1 062.09423828	59.34997177	Mirror3Ra_Left-1
269159	0.110720	58.59373856	1 035.38623047	56.36860657	Mirror3Ra_Left-1
269160	-0.095020	19.53129959	-1 965.94995117	166.91426086	Mirror3Ra_Left-1
269161	0.136979	19.53129005	1 305.89624023	86.01578522	Mirror3Ra_Left-1
269162	0.238633	19.53128815	2 072.00878906	203.50105286	Mirror3Ra_Left-1
269163	0.303419	13.48068142	2 505.69409180	291.43319702	Mirror3Ra_Left-1
269164	0.013661	2 460.93750000	-566.06445313	338.89566040	Mirror3Ra_Left-1
269165	0.130271	2 443.14013672	746.57122803	341.53674316	Mirror3Ra_Left-1
269166	0.193597	546.87493896	1 729.90979004	160.12773132	Mirror3Ra_Left-1
269167	0.205524	546.87493896	1 816.87866211	174.04983521	Mirror3Ra_Left-1
269168	-0.092767	195.31251526	-1 930.03027344	162.49517822	Mirror3Ra_Left-1
269169	-0.088162	234.37495422	-1 871.72424316	153.05245972	Mirror3Ra_Left-1
269170	0.064319	273.43746948	240.45277405	8.63486290	Mirror3Ra_Left-1
269171	0.060801	195.31251526	146.40109253	4.26420879	Mirror3Ra_Left-1
269172	-0.002862	117.18755341	-977.79638672	36.16976929	Mirror3Ra_Left-1
269173	-0.000366	195.31251526	-947.78515625	35.07188416	Mirror3Ra_Left-1
269174	0.029716	195.31251526	-543.90325928	10.70360184	Mirror3Ra_Left-1
269175	0.034058	234.37495422	-462.45599365	8.56904793	Mirror3Ra_Left-1
269176	0.068721	195.31251526	345.42327881	10.36647415	Mirror3Ra_Left-1
269177	0.037772	195.31251526	-399.99029541	5.75559521	Mirror3Ra_Left-1
269178	0.059151	273.43746948	107.82139587	5.41752243	Mirror3Ra_Left-1
269179	0.056073	234.37495422	24.09945679	3.14362335	Mirror3Ra_Left-1
269180	0.052888	273.43746948	-55.57343292	3.60967994	Mirror3Ra_Left-1
269181	0.161745	273.43746948	1 508.35925293	116.10772705	Mirror3Ra_Left-1
269182	0.154310	234.37495422	1 451.37219238	107.35148621	Mirror3Ra_Left-1
269183	-0.046394	2 168.62280273	-1 359.64916992	338.68090820	Mirror3Ra_Left-1
269184	0.145257	273.43746948	1 375.15295410	98.41957855	Mirror3Ra_Left-1
269185	0.193700	2 145.68383789	1 406.40039063	333.70281982	Mirror3Ra_Left-1
269186	0.264377	1 419.75463867	2 108.22778320	311.47808838	Mirror3Ra_Left-1
269187	0.275273	1 481.57189941	2 172.70239258	332.66220093	Mirror3Ra_Left-1
269188	0.190344	390.62503052	1 717.50671387	150.78903198	Mirror3Ra_Left-1
269189	0.201004	351.56250000	1 797.56933594	162.04956055	Mirror3Ra_Left-1
269190	0.252748	144.14880371	2 168.47167969	222.74949646	Mirror3Ra_Left-1
269191	0.252026	222.27383423	2 161.04589844	222.75389099	Mirror3Ra_Left-1
269192	-0.079394	390.62503052	-1 750.05651855	138.09652710	Mirror3Ra_Left-1
269193	-0.087591	390.62503052	-1 844.54687500	153.92495728	Mirror3Ra_Left-1
269194	-0.124590	538.29986572	-2 335.78271484	260.29043579	Mirror3Ra_Left-1
269195	0.187531	429.68756104	1 693.97351074	148.77033997	Mirror3Ra_Left-1
269196	0.189618	507.81250000	1 703.43627930	153.93089294	Mirror3Ra_Left-1
269197	0.116305	429.68756104	1 097.94946289	71.99906921	Mirror3Ra_Left-1
269198	0.115356	507.81250000	1 084.91516113	74.40804291	Mirror3Ra_Left-1
269199	-0.123945	747.67907715	-2 301.67871094	268.40130615	Mirror3Ra_Left-1
269200	-0.122451	814.13323975	-2 270.03930664	267.42089844	Mirror3Ra_Left-1
269201	-0.054953	2 111.39550781	-1 470.95654297	340.29843140	Mirror3Ra_Left-1
269202	0.111526	2 107.08813477	639.15991211	254.94226074	Mirror3Ra_Left-1
269203	0.100823	2 109.37500000	530.15905762	249.62051392	Mirror3Ra_Left-1
269204	0.113755	1 987.61352539	691.03723145	232.55197144	Mirror3Ra_Left-1
269205	0.105319	1 953.12500000	611.56219482	220.66914368	Mirror3Ra_Left-1
269206	0.072336	1 953.12500000	263.68676758	206.27130127	Mirror3Ra_Left-1
269207	0.080567	1 953.12500000	350.65554810	208.85861206	Mirror3Ra_Left-1
269208	-0.072804	546.87493896	-1 649.14550781	130.56823730	Mirror3Ra_Left-1
269209	-0.080844	546.87493896	-1 741.68383789	145.09339905	Mirror3Ra_Left-1
269210	-0.071204	390.62503052	-1 659.32690430	123.80392456	Mirror3Ra_Left-1
269211	-0.065172	429.68756104	-1 587.37780762	114.90628052	Mirror3Ra_Left-1
269212	0.104015	2 265.62500000	529.58618164	285.48278809	Mirror3Ra_Left-1
269213	0.113451	2 265.62500000	622.95074463	290.30258179	Mirror3Ra_Left-1
269214	-0.047056	507.81250000	-1 386.94128418	92.02039337	Mirror3Ra_Left-1
269215	-0.056124	546.87493896	-1 469.63854980	104.98261261	Mirror3Ra_Left-1
269216	-0.138493	1 065.86975098	-2 514.46435547	353.47674561	Mirror3Ra_Left-1
269217	-0.129422	991.27966309	-2 364.14038086	307.74984741	Mirror3Ra_Left-1
269218	-0.145311	34.66447067	-2 681.47021484	329.08715820	Mirror3Ra_Left-1
269219	-0.142471	34.66447067	-2 635.78344727	316.92102051	Mirror3Ra_Left-1
269220	0.277066	1 285.01123047	2 219.80517578	314.47048950	Mirror3Ra_Left-1
269221	0.288862	1 332.93322754	2 292.09667969	335.11886597	Mirror3Ra_Left-1
269222	0.066934	1 992.18750000	199.85169983	212.96827698	Mirror3Ra_Left-1
269223	0.064330	2 070.31250000	159.15016174	229.07832336	Mirror3Ra_Left-1
269224	0.059702	2 109.37500000	101.45355225	237.01762390	Mirror3Ra_Left-1
269225	0.090153	2 304.68750000	384.92092896	288.97528076	Mirror3Ra_Left-1
269226	0.087410	2 382.81250000	344.21942139	307.02334595	Mirror3Ra_Left-1
269227	0.029216	2 304.68750000	-316.90487671	287.54132080	Mirror3Ra_Left-1
269228	0.027231	2 382.81250000	-358.71096802	308.76443481	Mirror3Ra_Left-1
269229	0.012015	1 992.18750000	-497.55517578	221.58103943	Mirror3Ra_Left-1
269230	0.010058	2 070.31250000	-539.36132813	240.83280945	Mirror3Ra_Left-1
269231	0.100092	1 992.18750000	547.72692871	225.29479980	Mirror3Ra_Left-1
269232	0.097750	2 070.31250000	507.02536011	239.94856262	Mirror3Ra_Left-1
269233	0.080817	2 070.31250000	333.08782959	233.15347290	Mirror3Ra_Left-1
269234	0.083402	1 992.18750000	373.78921509	217.77772522	Mirror3Ra_Left-1
269235	0.022426	2 070.31250000	-365.42391968	233.61492920	Mirror3Ra_Left-1
269236	0.024517	1 992.18750000	-323.61779785	215.17469788	Mirror3Ra_Left-1
269237	-0.077595	429.68756104	-1 723.40051270	135.63104248	Mirror3Ra_Left-1
269238	-0.082283	507.81250000	-1 764.57897949	146.47676086	Mirror3Ra_Left-1
269239	0.037973	117.18755341	-405.51184082	4.59914255	Mirror3Ra_Left-1
269240	-0.136347	34.66447067	-2 537.92065430	291.71755981	Mirror3Ra_Left-1
269241	0.024627	351.56250000	-600.84741211	17.82036972	Mirror3Ra_Left-1
269242	0.028186	390.62503052	-538.38171387	16.65451050	Mirror3Ra_Left-1
269243	0.019852	546.87493896	-632.29467773	28.84297562	Mirror3Ra_Left-1
269244	-0.101960	546.87493896	-2 006.35021973	191.77059937	Mirror3Ra_Left-1
269245	0.053601	546.87493896	11.49460506	15.92905807	Mirror3Ra_Left-1
269246	0.157944	351.56250000	1 474.72558594	113.98233032	Mirror3Ra_Left-1
269247	0.166258	390.62503052	1 537.04638672	124.05805206	Mirror3Ra_Left-1
269248	0.041675	351.56250000	-301.97842407	8.05695343	Mirror3Ra_Left-1
269249	0.044096	273.43746948	-264.01568604	4.80145550	Mirror3Ra_Left-1
269250	0.035102	273.43746948	-437.95306396	8.84194565	Mirror3Ra_Left-1
269251	0.032293	351.56250000	-475.91592407	12.72555828	Mirror3Ra_Left-1
269252	0.001734	273.43746948	-917.77386475	34.72784424	Mirror3Ra_Left-1
269253	0.003512	351.56250000	-887.76251221	35.13501358	Mirror3Ra_Left-1
269254	-0.012185	351.56250000	-1 061.69982910	49.51568985	Mirror3Ra_Left-1
269255	-0.016004	273.43746948	-1 109.24597168	51.26662064	Mirror3Ra_Left-1
269256	0.231314	546.87493896	1 997.33898926	204.93142700	Mirror3Ra_Left-1
269257	0.240375	507.81250000	2 062.59082031	214.68978882	Mirror3Ra_Left-1
269258	0.221189	429.68756104	1 937.48535156	188.63136292	Mirror3Ra_Left-1
269259	-0.145151	718.95050049	-2 656.04150391	353.25531006	Mirror3Ra_Left-1
269260	-0.135290	708.96484375	-2 489.46289063	309.47775269	Mirror3Ra_Left-1
269261	-0.125136	615.87847900	-2 335.78271484	265.56698608	Mirror3Ra_Left-1
269262	-0.144803	449.87875366	-2 667.15649414	337.33438110	Mirror3Ra_Left-1
269263	-0.145001	518.98968506	-2 667.15649414	341.35836792	Mirror3Ra_Left-1
269264	0.332230	439.74847412	2 667.15576172	337.71231079	Mirror3Ra_Left-1
269265	-0.141148	964.71557617	-2 566.53149414	354.51348877	Mirror3Ra_Left-1
269266	-0.131549	914.03161621	-2 406.83911133	309.14147949	Mirror3Ra_Left-1
269267	-0.143072	880.15020752	-2 606.23168945	355.51412964	Mirror3Ra_Left-1
269268	-0.144298	814.73315430	-2 632.91967773	355.91186523	Mirror3Ra_Left-1
269269	-0.133724	814.79412842	-2 453.06347656	310.12008667	Mirror3Ra_Left-1
269270	-0.145307	603.72180176	-2 667.15649414	347.07644653	Mirror3Ra_Left-1
269271	-0.135563	626.74688721	-2 501.46972656	305.92187500	Mirror3Ra_Left-1
269272	-0.135194	558.96319580	-2 501.46972656	301.13885498	Mirror3Ra_Left-1
269273	0.002936	1 835.93750000	-608.78356934	194.56947327	Mirror3Ra_Left-1
269274	0.001953	1 914.06250000	-629.68652344	211.71948242	Mirror3Ra_Left-1
269275	0.014163	1 914.06250000	-455.74902344	203.22795105	Mirror3Ra_Left-1
269276	0.014980	1 835.93750000	-434.84603882	186.53785706	Mirror3Ra_Left-1
269277	0.027494	1 835.93750000	-260.90866089	181.38188171	Mirror3Ra_Left-1
269278	0.026716	1 914.06250000	-281.81164551	197.62300110	Mirror3Ra_Left-1
269279	0.039730	1 914.06250000	-107.87414551	194.85977173	Mirror3Ra_Left-1
269280	0.040659	1 835.93750000	-86.97108459	179.05728149	Mirror3Ra_Left-1
269281	0.021970	585.93750000	-589.80432129	29.19741821	Mirror3Ra_Left-1
269282	0.019107	664.06250000	-608.78564453	35.37812424	Mirror3Ra_Left-1
269283	0.029848	664.06250000	-434.84811401	28.43772507	Mirror3Ra_Left-1
269284	0.032459	585.93750000	-415.86682129	22.60287094	Mirror3Ra_Left-1
269285	0.041705	585.93750000	-241.92933655	18.82364273	Mirror3Ra_Left-1
269286	0.039431	664.06250000	-260.91070557	24.31923103	Mirror3Ra_Left-1
269287	0.047927	664.06250000	-86.97311401	22.98024750	Mirror3Ra_Left-1
269288	0.049724	585.93750000	-67.99181366	17.81778526	Mirror3Ra_Left-1
269289	0.005544	1 289.06250000	-608.78479004	101.58361816	Mirror3Ra_Left-1
269290	0.006732	1 210.93750000	-608.78491211	90.97879791	Mirror3Ra_Left-1
269291	0.017042	1 289.06250000	-434.84725952	94.19168854	Mirror3Ra_Left-1
269292	0.018087	1 210.93750000	-434.84738159	83.65941620	Mirror3Ra_Left-1
269293	0.029480	1 210.93750000	-260.91000366	79.18074036	Mirror3Ra_Left-1
269294	0.028271	1 289.06250000	-260.90985107	89.64403534	Mirror3Ra_Left-1
269295	0.040783	1 210.93750000	-86.97240448	77.49972534	Mirror3Ra_Left-1
269296	0.040006	1 289.06250000	-86.97227478	87.89751434	Mirror3Ra_Left-1
269297	-0.100391	585.93750000	-1 979.69433594	189.27569580	Mirror3Ra_Left-1
269298	-0.102762	664.06250000	-2 000.28344727	198.82075500	Mirror3Ra_Left-1
269299	-0.089468	664.06250000	-1 826.34655762	167.32106018	Mirror3Ra_Left-1
269300	-0.086778	585.93750000	-1 805.75732422	158.22297668	Mirror3Ra_Left-1
269301	-0.071405	585.93750000	-1 626.25036621	129.62463379	Mirror3Ra_Left-1
269302	-0.074917	664.06250000	-1 652.40930176	139.12258911	Mirror3Ra_Left-1
269303	-0.059189	664.06250000	-1 478.47216797	114.15058136	Mirror3Ra_Left-1
269304	-0.059434	585.93750000	-1 495.79748535	110.99324799	Mirror3Ra_Left-1
269305	-0.041722	664.06250000	-1 304.53491211	92.33473206	Mirror3Ra_Left-1
269306	-0.041614	585.93750000	-1 319.54052734	88.63861084	Mirror3Ra_Left-1
269307	-0.023637	585.93750000	-1 145.60327148	69.69281006	Mirror3Ra_Left-1
269308	-0.023709	664.06250000	-1 130.59765625	73.60916901	Mirror3Ra_Left-1
269309	-0.007578	664.06250000	-956.66027832	57.91222000	Mirror3Ra_Left-1
269310	-0.007336	585.93750000	-971.66595459	53.77874756	Mirror3Ra_Left-1
269311	0.007021	585.93750000	-797.72863770	40.83861923	Mirror3Ra_Left-1
269312	0.006527	664.06250000	-782.72296143	45.18639374	Mirror3Ra_Left-1
269313	-0.047887	1 289.06250000	-1 304.53393555	160.58523560	Mirror3Ra_Left-1
269314	-0.047684	1 210.93750000	-1 304.53405762	149.65202332	Mirror3Ra_Left-1
269315	-0.033218	1 289.06250000	-1 130.59680176	141.31108093	Mirror3Ra_Left-1
269316	-0.032705	1 210.93750000	-1 130.59692383	130.46594238	Mirror3Ra_Left-1
269317	-0.018363	1 210.93750000	-956.65948486	114.32980347	Mirror3Ra_Left-1
269318	-0.019183	1 289.06250000	-956.65936279	125.09092712	Mirror3Ra_Left-1
269319	-0.005345	1 210.93750000	-782.72222900	101.18548584	Mirror3Ra_Left-1
269320	-0.006323	1 289.06250000	-782.72210693	111.86654663	Mirror3Ra_Left-1
269321	0.094166	585.93750000	810.97418213	53.88549042	Mirror3Ra_Left-1
269322	0.092997	664.06250000	782.71472168	56.72831726	Mirror3Ra_Left-1
269323	0.105728	664.06250000	956.65240479	71.36003113	Mirror3Ra_Left-1
269324	0.103814	585.93750000	941.42742920	64.94953918	Mirror3Ra_Left-1
269325	0.121477	664.06250000	1 130.59045410	88.56366730	Mirror3Ra_Left-1
269326	0.119003	585.93750000	1 115.36523438	81.95092010	Mirror3Ra_Left-1
269327	0.137494	585.93750000	1 289.30297852	101.50591278	Mirror3Ra_Left-1
269328	0.140356	664.06250000	1 304.52807617	108.32062531	Mirror3Ra_Left-1
269329	0.162967	585.93750000	1 495.47668457	127.97016144	Mirror3Ra_Left-1
269330	0.161825	664.06250000	1 478.46582031	130.61479187	Mirror3Ra_Left-1
269331	0.184609	664.06250000	1 652.40356445	155.43223572	Mirror3Ra_Left-1
269332	0.185934	585.93750000	1 669.41442871	153.05204773	Mirror3Ra_Left-1
269333	0.208473	664.06250000	1 826.34143066	182.76119995	Mirror3Ra_Left-1
269334	0.209747	585.93750000	1 843.35229492	180.64335632	Mirror3Ra_Left-1
269335	0.228423	585.93750000	1 973.80578613	202.97781372	Mirror3Ra_Left-1
269336	0.233429	664.06250000	2 000.27966309	212.59191895	Mirror3Ra_Left-1
269337	0.055981	664.06250000	86.96418762	24.38183022	Mirror3Ra_Left-1
269338	0.056314	585.93750000	79.48191833	19.10877228	Mirror3Ra_Left-1
269339	0.064281	585.93750000	253.41957092	23.12883568	Mirror3Ra_Left-1
269340	0.064435	664.06250000	260.90200806	28.48836708	Mirror3Ra_Left-1
269341	0.072957	664.06250000	434.83953857	35.26740265	Mirror3Ra_Left-1
269342	0.072455	585.93750000	427.35714722	29.82118034	Mirror3Ra_Left-1
269343	0.081224	585.93750000	601.29486084	39.15635681	Mirror3Ra_Left-1
269344	0.082070	664.06250000	608.77709961	44.68954468	Mirror3Ra_Left-1
269345	0.052186	1 210.93750000	86.96488953	78.57681274	Mirror3Ra_Left-1
269346	0.052005	1 289.06250000	86.96503448	88.91243744	Mirror3Ra_Left-1
269347	0.063775	1 210.93750000	260.90274048	82.37574005	Mirror3Ra_Left-1
269348	0.064178	1 289.06250000	260.90286255	92.65242004	Mirror3Ra_Left-1
269349	0.076779	1 289.06250000	434.84039307	99.08425140	Mirror3Ra_Left-1
269350	0.075900	1 210.93750000	434.84027100	88.86342621	Mirror3Ra_Left-1
269351	0.090137	1 289.06250000	608.77795410	108.17779541	Mirror3Ra_Left-1
269352	0.088444	1 210.93750000	608.77783203	98.00984955	Mirror3Ra_Left-1
269353	0.136031	1 835.93750000	956.65435791	222.51168823	Mirror3Ra_Left-1
269354	0.054875	1 835.93750000	86.96620941	179.52334595	Mirror3Ra_Left-1
269355	0.069627	1 914.06250000	240.55325317	197.70974731	Mirror3Ra_Left-1
269356	0.070451	1 835.93750000	260.90402222	182.74264526	Mirror3Ra_Left-1
269357	0.086388	1 835.93750000	434.84155273	188.68087769	Mirror3Ra_Left-1
269358	0.085919	1 914.06250000	414.49078369	203.24549866	Mirror3Ra_Left-1
269359	0.102294	1 914.06250000	588.42846680	211.47698975	Mirror3Ra_Left-1
269360	0.102473	1 835.93750000	608.77911377	197.30685425	Mirror3Ra_Left-1
269361	0.123707	2 412.72705078	691.57647705	330.34082031	Mirror3Ra_Left-1
269362	0.118671	1 976.83581543	744.07061768	233.82267761	Mirror3Ra_Left-1
269363	0.263747	627.01947021	2 206.56738281	248.80674744	Mirror3Ra_Left-1
269364	0.244417	1 289.06250000	1 992.54614258	272.65982056	Mirror3Ra_Left-1
269365	0.243383	1 210.93750000	2 000.28015137	264.19277954	Mirror3Ra_Left-1
269366	0.219349	1 210.93750000	1 826.34216309	234.53562927	Mirror3Ra_Left-1
269367	0.220529	1 289.06250000	1 818.60803223	243.14772034	Mirror3Ra_Left-1
269368	0.197483	1 289.06250000	1 644.67016602	216.15029907	Mirror3Ra_Left-1
