Date:  23:24; lundi; février 21; 2022
Nom du modèle: FEA_Mirror3Ra_WithCone
Nom de l'étude: M3Ra_El00Pa00ct_Bonded(-Défaut-)
Type de tracé: Déplacement statique DispZ
Type de résultat: UZ 

        
Valeur	Unité
Somme	1 008.785828	mm
Moyenne	0.060222	mm
Max	0.349747	mm
Min	-0.150740	mm
Moyenne quadratique	0.134747	mm

Noeud	Valeur	X_mm	Y_mm	Z_mm	Composants
798166	0.044128	-9.76563644	-280.92254639	1.08143699	Mirror3Ra_Right-1
798167	0.029586	-58.59373856	-559.04217529	9.46202183	Mirror3Ra_Right-1
798168	-0.042301	-1 878.65698242	-1 259.64587402	259.89401245	Mirror3Ra_Right-1
798169	-0.048492	-1 878.65698242	-1 346.61450195	270.72634888	Mirror3Ra_Right-1
798170	0.183185	-1 393.79663086	1 508.98803711	211.14508057	Mirror3Ra_Right-1
798171	0.172164	-1 405.41015625	1 416.50292969	200.55688477	Mirror3Ra_Right-1
798172	0.070961	-58.59373856	393.83782959	10.56412888	Mirror3Ra_Right-1
798173	0.038294	-9.76563072	-402.24417114	3.77564335	Mirror3Ra_Right-1
798174	0.324405	-51.76603317	2 640.49023438	322.02960205	Mirror3Ra_Right-1
798175	0.296711	-924.13812256	2 391.82910156	309.49343872	Mirror3Ra_Right-1
798176	-0.064300	-183.10551453	-1 614.04052734	110.25588989	Mirror3Ra_Right-1
798177	-0.061136	-261.23046875	-1 572.43615723	106.17108917	Mirror3Ra_Right-1
798178	-0.126482	-1 227.54516602	-2 318.04150391	328.00451660	Mirror3Ra_Right-1
798179	-0.126376	-1 303.06152344	-2 320.99487305	339.97430420	Mirror3Ra_Right-1
798180	0.125347	-312.50000000	1 193.06604004	77.80958557	Mirror3Ra_Right-1
798181	0.116839	-312.50000000	1 106.09716797	68.39151764	Mirror3Ra_Right-1
798182	0.049707	-338.13479614	-124.57916260	5.67013836	Mirror3Ra_Right-1
798183	0.052389	-389.40432739	-47.53337860	7.71689367	Mirror3Ra_Right-1
798184	-0.053651	-507.81250000	-1 453.53234863	100.53628540	Mirror3Ra_Right-1
798185	-0.051045	-585.93750000	-1 411.92797852	99.95565796	Mirror3Ra_Right-1
798186	-0.018087	-507.81250000	-1 103.76879883	60.86540604	Mirror3Ra_Right-1
798187	-0.015677	-585.93750000	-1 063.67565918	61.82292557	Mirror3Ra_Right-1
798188	-0.024152	-351.56250000	-1 183.95520020	61.41461563	Mirror3Ra_Right-1
798189	-0.021043	-429.68756104	-1 143.86206055	60.72802734	Mirror3Ra_Right-1
798190	0.106627	-507.81250000	985.51647949	64.62369537	Mirror3Ra_Right-1
798191	0.110438	-585.93750000	1 024.25305176	72.72563934	Mirror3Ra_Right-1
798192	0.100049	-351.56250000	908.04327393	50.66321182	Mirror3Ra_Right-1
798193	0.103250	-429.68756104	946.77978516	57.26897812	Mirror3Ra_Right-1
798194	0.073236	-2 070.31250000	257.67047119	231.05065918	Mirror3Ra_Right-1
798195	0.071057	-2 148.43750000	221.58950806	247.68980408	Mirror3Ra_Right-1
798196	0.077695	-1 914.06250000	329.83239746	200.21253967	Mirror3Ra_Right-1
798197	0.075457	-1 992.18750000	293.75140381	215.22644043	Mirror3Ra_Right-1
798198	0.027167	-1 992.18750000	-283.65652466	214.10813904	Mirror3Ra_Right-1
798199	0.023211	-1 914.06250000	-326.47033691	198.78921509	Mirror3Ra_Right-1
798200	0.035506	-2 148.43750000	-198.02900696	247.10578918	Mirror3Ra_Right-1
798201	0.031258	-2 070.31250000	-240.84277344	230.21423340	Mirror3Ra_Right-1
798202	-0.091006	-468.75006104	-1 878.05187988	163.62638855	Mirror3Ra_Right-1
798203	-0.097856	-468.75006104	-1 965.02038574	179.39448547	Mirror3Ra_Right-1
798204	-0.035872	-507.81250000	-1 277.70617676	79.03860474	Mirror3Ra_Right-1
798205	-0.033121	-585.93750000	-1 237.61279297	79.33325195	Mirror3Ra_Right-1
798206	0.122533	-507.81250000	1 159.45410156	82.29304504	Mirror3Ra_Right-1
798207	0.127336	-585.93750000	1 198.19079590	90.94518280	Mirror3Ra_Right-1
798208	0.093508	-507.81250000	811.57879639	49.52056122	Mirror3Ra_Right-1
798209	0.096843	-585.93750000	850.31530762	57.06922150	Mirror3Ra_Right-1
798210	0.223493	-468.75006104	1 950.82580566	192.72230530	Mirror3Ra_Right-1
798211	0.211191	-468.75006104	1 863.85693359	177.83114624	Mirror3Ra_Right-1
798212	0.118330	-429.68756104	1 120.71752930	74.38497925	Mirror3Ra_Right-1
798213	0.114649	-351.56250000	1 081.98095703	67.22257233	Mirror3Ra_Right-1
798214	0.107874	-195.31251526	1 004.50775146	55.14152527	Mirror3Ra_Right-1
798215	0.111123	-273.43746948	1 043.24450684	60.80750656	Mirror3Ra_Right-1
798216	-0.070150	-507.81250000	-1 627.84729004	125.01879120	Mirror3Ra_Right-1
798217	-0.067713	-585.93750000	-1 586.24291992	123.71997833	Mirror3Ra_Right-1
798218	-0.002379	-507.81250000	-929.83154297	45.70791626	Mirror3Ra_Right-1
798219	-0.000422	-585.93750000	-889.73834229	47.31659698	Mirror3Ra_Right-1
798220	-0.004679	-429.68756104	-969.92468262	44.91191101	Mirror3Ra_Right-1
798221	-0.007330	-351.56250000	-1 010.01788330	44.93220520	Mirror3Ra_Right-1
798222	-0.013627	-195.31251526	-1 090.20422363	47.43688965	Mirror3Ra_Right-1
798223	-0.010250	-273.43746948	-1 050.11108398	45.77256775	Mirror3Ra_Right-1
798224	0.031976	-195.31251526	-505.21255493	9.18316460	Mirror3Ra_Right-1
798225	0.033498	-273.43746948	-466.14257813	9.76078320	Mirror3Ra_Right-1
798226	0.085804	-2 226.56250000	359.44607544	269.43527222	Mirror3Ra_Right-1
798227	0.083610	-2 304.68750000	323.36511230	287.04061890	Mirror3Ra_Right-1
798228	0.094054	-1 914.06250000	503.76992798	207.13574219	Mirror3Ra_Right-1
798229	0.092071	-1 992.18750000	467.68893433	221.50144958	Mirror3Ra_Right-1
798230	0.061555	-1 914.06250000	155.89489746	196.00013733	Mirror3Ra_Right-1
798231	0.059324	-1 992.18750000	119.81392670	211.67367554	Mirror3Ra_Right-1
798232	0.014616	-1 992.18750000	-457.59405518	219.85403442	Mirror3Ra_Right-1
798233	0.010831	-1 914.06250000	-500.40780640	205.13087463	Mirror3Ra_Right-1
798234	0.040305	-1 992.18750000	-109.71911621	211.20988464	Mirror3Ra_Right-1
798235	0.036050	-1 914.06250000	-152.53294373	195.30044556	Mirror3Ra_Right-1
798236	0.048514	-2 148.43750000	-32.13994980	245.39367676	Mirror3Ra_Right-1
798237	0.044581	-2 070.31250000	-66.90019226	227.90211487	Mirror3Ra_Right-1
798238	0.087946	-2 148.43750000	395.52703857	252.64674377	Mirror3Ra_Right-1
798239	0.090017	-2 070.31250000	431.60800171	236.67031860	Mirror3Ra_Right-1
798240	0.018616	-2 070.31250000	-414.78027344	235.36903381	Mirror3Ra_Right-1
798241	0.022748	-2 148.43750000	-371.96643066	251.67399597	Mirror3Ra_Right-1
798242	-0.127939	-78.51179504	-2 408.08374023	260.35116577	Mirror3Ra_Right-1
798243	-0.130828	-68.15859222	-2 451.94067383	270.73141479	Mirror3Ra_Right-1
798244	0.035236	-117.18755341	-457.31387329	6.18165541	Mirror3Ra_Right-1
798245	0.140127	-1 933.25280762	974.46130371	243.05534363	Mirror3Ra_Right-1
798246	0.327350	-542.81927490	2 625.73388672	333.14370728	Mirror3Ra_Right-1
798247	0.276437	-579.23376465	2 294.35791016	263.42041016	Mirror3Ra_Right-1
798248	0.051867	-299.07226563	-77.34674835	4.32851362	Mirror3Ra_Right-1
798249	0.015886	-234.37495422	-746.68200684	21.89789391	Mirror3Ra_Right-1
798250	0.055217	-244.14060974	3.22733378	3.18233681	Mirror3Ra_Right-1
798251	0.261634	-234.37495422	2 225.57788086	235.60813904	Mirror3Ra_Right-1
798252	0.023986	-234.37495422	-631.45239258	15.57317543	Mirror3Ra_Right-1
798253	-0.056802	-222.16795349	-1 531.30603027	99.30369568	Mirror3Ra_Right-1
798254	0.086409	-175.78121948	700.75274658	29.49116898	Mirror3Ra_Right-1
798255	0.108787	-2 265.62500000	580.79376221	288.03033447	Mirror3Ra_Right-1
798256	0.159555	-2 305.34692383	1 063.71179199	332.82260132	Mirror3Ra_Right-1
798257	0.308684	-596.73718262	2 501.46826172	308.23937988	Mirror3Ra_Right-1
798258	0.053063	-2 265.62500000	1.99427521	272.99685669	Mirror3Ra_Right-1
798259	0.140708	-390.62503052	1 332.66699219	97.05500031	Mirror3Ra_Right-1
798260	0.143548	-2 188.24633789	940.73376465	294.59036255	Mirror3Ra_Right-1
798261	-0.017482	-2 185.52758789	-949.35150146	296.68371582	Mirror3Ra_Right-1
798262	0.302028	-905.45159912	2 428.03857422	315.46295166	Mirror3Ra_Right-1
798263	0.104463	-2 421.87500000	508.63201904	323.03799438	Mirror3Ra_Right-1
798264	-0.041557	-1 927.61242676	-1 254.82678223	269.77316284	Mirror3Ra_Right-1
798265	0.070433	-2 265.62500000	194.83952332	274.62585449	Mirror3Ra_Right-1
798266	-0.087131	-53.71095276	-1 872.53576660	150.20797729	Mirror3Ra_Right-1
798267	-0.035488	-1 923.95532227	-1 169.26074219	259.09484863	Mirror3Ra_Right-1
798268	0.160323	-1 923.73107910	1 169.70104980	260.10119629	Mirror3Ra_Right-1
798269	0.060612	-2 421.87500000	61.55259705	312.23672485	Mirror3Ra_Right-1
798270	-0.106197	-58.59373856	-2 106.01757813	194.17347717	Mirror3Ra_Right-1
798271	0.022341	-58.59373856	-668.06182861	14.65213490	Mirror3Ra_Right-1
798272	-0.130156	-54.35431671	-2 441.84960938	268.20193481	Mirror3Ra_Right-1
798273	0.183162	-1 439.58300781	1 497.40393066	216.17871094	Mirror3Ra_Right-1
798274	-0.105550	-441.76626587	-2 070.18896484	198.15922546	Mirror3Ra_Right-1
798275	0.150812	-234.37495422	1 423.39208984	103.64559937	Mirror3Ra_Right-1
798276	0.341381	-614.24060059	2 708.57812500	356.59710693	Mirror3Ra_Right-1
798277	-0.123123	-1 301.63281250	-2 268.59033203	327.77435303	Mirror3Ra_Right-1
798278	0.130893	-234.37495422	1 247.84204102	81.88645935	Mirror3Ra_Right-1
798279	0.048435	-2 070.31250000	-19.37878418	227.75938416	Mirror3Ra_Right-1
798280	0.111689	-2 148.43750000	634.91497803	263.90023804	Mirror3Ra_Right-1
798281	-0.126390	-756.83001709	-2 344.22216797	278.91482544	Mirror3Ra_Right-1
798282	0.073118	-234.37495422	447.33892822	15.71355057	Mirror3Ra_Right-1
798283	0.068666	-234.37495422	347.64907837	11.33254147	Mirror3Ra_Right-1
798284	0.177101	-390.62503052	1 619.43908691	135.92745972	Mirror3Ra_Right-1
798285	0.203329	-390.62503052	1 812.58581543	165.95783997	Mirror3Ra_Right-1
798286	0.193759	-546.87493896	1 731.58581543	160.39010620	Mirror3Ra_Right-1
798287	0.190085	-390.62503052	1 716.01245117	150.55662537	Mirror3Ra_Right-1
798288	-0.127570	-113.02249146	-2 402.10034180	259.33108521	Mirror3Ra_Right-1
798289	-0.014459	-273.43746948	-1 093.59533691	49.77877045	Mirror3Ra_Right-1
798290	0.107419	-273.43746948	999.76000977	56.56718445	Mirror3Ra_Right-1
798291	0.031014	-273.43746948	-509.62692261	11.32362747	Mirror3Ra_Right-1
798292	-0.037612	-585.93750000	-1 281.09716797	84.18714905	Mirror3Ra_Right-1
798293	-0.049223	-507.81250000	-1 409.29248047	94.82761383	Mirror3Ra_Right-1
798294	-0.025445	-429.68756104	-1 187.34631348	65.15281677	Mirror3Ra_Right-1
798295	0.093708	-585.93750000	806.83093262	53.55789185	Mirror3Ra_Right-1
798296	0.099835	-429.68756104	903.29541016	53.39069366	Mirror3Ra_Right-1
798297	0.213644	-429.68756104	1 884.10693359	179.47468567	Mirror3Ra_Right-1
798298	0.228850	-585.93750000	1 977.04492188	203.55023193	Mirror3Ra_Right-1
798299	0.094429	-2 382.81250000	417.73751831	309.46624756	Mirror3Ra_Right-1
798300	0.081517	-2 226.56250000	315.96170044	268.10684204	Mirror3Ra_Right-1
798301	0.069109	-2 070.31250000	214.18608093	230.07162476	Mirror3Ra_Right-1
798302	0.057664	-1 914.06250000	112.41036224	195.37443542	Mirror3Ra_Right-1
798303	0.039369	-1 914.06250000	-109.04850769	194.86900330	Mirror3Ra_Right-1
798304	0.034516	-2 070.31250000	-197.35842896	229.37136841	Mirror3Ra_Right-1
798305	0.030083	-2 226.56250000	-285.66821289	267.50271606	Mirror3Ra_Right-1
798306	0.025795	-2 382.81250000	-373.97805786	309.31710815	Mirror3Ra_Right-1
798307	-0.090193	-585.93750000	-1 850.14392090	165.83155823	Mirror3Ra_Right-1
798308	-0.095971	-429.68756104	-1 945.33349609	173.72920227	Mirror3Ra_Right-1
798309	0.089924	-1 914.06250000	460.28555298	205.15249634	Mirror3Ra_Right-1
798310	0.079600	-1 992.18750000	337.23580933	216.54124451	Mirror3Ra_Right-1
798311	0.102803	-2 070.31250000	562.06115723	242.66006470	Mirror3Ra_Right-1
798312	0.092219	-2 148.43750000	439.01141357	254.31120300	Mirror3Ra_Right-1
798313	0.009407	-2 070.31250000	-545.23327637	241.12716675	Mirror3Ra_Right-1
798314	0.019626	-2 148.43750000	-415.45074463	253.26451111	Mirror3Ra_Right-1
798315	0.013870	-1 914.06250000	-456.92346191	203.27555847	Mirror3Ra_Right-1
798316	0.024002	-1 992.18750000	-327.14096069	215.27595520	Mirror3Ra_Right-1
798317	-0.004035	-585.93750000	-933.22265625	50.66467667	Mirror3Ra_Right-1
798318	-0.013947	-507.81250000	-1 060.28454590	56.79560089	Mirror3Ra_Right-1
798319	0.006334	-429.68756104	-839.47174072	35.00199509	Mirror3Ra_Right-1
798320	-0.003361	-351.56250000	-966.53356934	41.27971649	Mirror3Ra_Right-1
798321	0.131760	-429.68756104	1 251.17089844	88.89705658	Mirror3Ra_Right-1
798322	0.118719	-351.56250000	1 125.46533203	71.76219940	Mirror3Ra_Right-1
798323	0.122783	-585.93750000	1 154.70642090	86.15100861	Mirror3Ra_Right-1
798324	0.110244	-507.81250000	1 029.00085449	68.80120087	Mirror3Ra_Right-1
798325	-0.071558	-585.93750000	-1 629.72729492	130.14579773	Mirror3Ra_Right-1
798326	-0.060487	-429.68756104	-1 538.99877930	108.00774384	Mirror3Ra_Right-1
798327	-0.103420	-585.93750000	-2 024.08093262	197.73625183	Mirror3Ra_Right-1
798328	-0.092991	-507.81250000	-1 897.73864746	169.31597900	Mirror3Ra_Right-1
798329	-0.019802	-585.93750000	-1 107.15991211	65.91661072	Mirror3Ra_Right-1
798330	-0.031430	-507.81250000	-1 234.22167969	74.20932007	Mirror3Ra_Right-1
798331	0.141965	-585.93750000	1 328.64416504	106.28123474	Mirror3Ra_Right-1
798332	0.127100	-507.81250000	1 202.93859863	87.10919189	Mirror3Ra_Right-1
798333	0.106770	-585.93750000	980.76855469	68.57050323	Mirror3Ra_Right-1
798334	0.096659	-507.81250000	855.06323242	53.05468750	Mirror3Ra_Right-1
798335	0.204048	-585.93750000	1 803.10693359	174.03672791	Mirror3Ra_Right-1
798336	0.221095	-507.81250000	1 930.57580566	191.11946106	Mirror3Ra_Right-1
798337	0.103493	-351.56250000	951.52770996	54.56259918	Mirror3Ra_Right-1
798338	0.114268	-429.68756104	1 077.23303223	69.86613464	Mirror3Ra_Right-1
798339	-0.055398	-585.93750000	-1 455.41223145	105.58712006	Mirror3Ra_Right-1
798340	-0.066192	-507.81250000	-1 584.36303711	118.61222076	Mirror3Ra_Right-1
798341	0.009995	-585.93750000	-759.28527832	38.37444305	Mirror3Ra_Right-1
798342	0.001230	-507.81250000	-886.34722900	42.38300323	Mirror3Ra_Right-1
798343	-0.019824	-351.56250000	-1 140.47094727	57.01133347	Mirror3Ra_Right-1
798344	-0.008583	-429.68756104	-1 013.40899658	48.58530426	Mirror3Ra_Right-1
798345	0.098797	-2 226.56250000	489.89923096	274.44061279	Mirror3Ra_Right-1
798346	0.087943	-2 304.68750000	366.84951782	288.37182617	Mirror3Ra_Right-1
798347	0.106306	-1 914.06250000	634.22308350	214.08880615	Mirror3Ra_Right-1
798348	0.096266	-1 992.18750000	511.17337036	223.49185181	Mirror3Ra_Right-1
798349	0.073613	-1 914.06250000	286.34802246	198.90405273	Mirror3Ra_Right-1
798350	0.063258	-1 992.18750000	163.29829407	212.30484009	Mirror3Ra_Right-1
798351	0.001691	-1 914.06250000	-630.86083984	211.78672791	Mirror3Ra_Right-1
798352	0.011540	-1 992.18750000	-501.07843018	221.74064636	Mirror3Ra_Right-1
798353	0.026386	-1 914.06250000	-282.98602295	197.65126038	Mirror3Ra_Right-1
798354	0.036920	-1 992.18750000	-153.20347595	211.66981506	Mirror3Ra_Right-1
798355	0.027941	-2 304.68750000	-329.82315063	287.94604492	Mirror3Ra_Right-1
798356	0.017537	-2 226.56250000	-459.60565186	273.64212036	Mirror3Ra_Right-1
798357	0.075218	-2 148.43750000	265.07388306	248.67288208	Mirror3Ra_Right-1
798358	0.085806	-2 070.31250000	388.12359619	235.01086426	Mirror3Ra_Right-1
798359	0.032274	-2 148.43750000	-241.51336670	247.98011780	Mirror3Ra_Right-1
798360	0.021732	-2 070.31250000	-371.29589844	233.81144714	Mirror3Ra_Right-1
798361	0.068367	-429.68756104	341.91903687	17.89473343	Mirror3Ra_Right-1
798362	0.055512	-585.93750000	63.29175949	18.87165833	Mirror3Ra_Right-1
798363	0.001575	-273.43746948	-919.65802002	34.87305450	Mirror3Ra_Right-1
798364	0.123335	-273.43746948	1 173.69775391	74.48637390	Mirror3Ra_Right-1
798365	0.034429	-195.31251526	-461.72821045	7.64158487	Mirror3Ra_Right-1
798366	0.157687	-585.93750000	1 454.76342773	122.46290588	Mirror3Ra_Right-1
798367	0.316411	-678.46209717	2 542.89013672	322.61111450	Mirror3Ra_Right-1
798368	0.290167	-650.65502930	2 377.20214844	284.90304565	Mirror3Ra_Right-1
798369	0.050638	-416.25982666	-85.50914001	8.76661396	Mirror3Ra_Right-1
798370	0.160208	-195.31251526	1 499.84680176	113.07413483	Mirror3Ra_Right-1
798371	0.006317	-195.31251526	-869.70947266	29.13733864	Mirror3Ra_Right-1
798372	-0.096965	-312.50000000	-1 970.41064453	173.35494995	Mirror3Ra_Right-1
798373	-0.103280	-312.50000000	-2 051.71777344	188.87342834	Mirror3Ra_Right-1
798374	0.067760	-585.93750000	330.55871582	25.76885796	Mirror3Ra_Right-1
798375	0.066278	-507.81250000	295.93469238	20.03920555	Mirror3Ra_Right-1
798376	0.049457	-273.43746948	-142.43586731	3.62658906	Mirror3Ra_Right-1
798377	0.051009	-195.31251526	-114.73844910	1.60165453	Mirror3Ra_Right-1
798378	0.267816	-998.62792969	2 195.87768555	277.00085449	Mirror3Ra_Right-1
798379	0.256285	-957.87597656	2 123.45849609	259.14358521	Mirror3Ra_Right-1
798380	-0.042662	-195.31251526	-1 386.12646484	79.61228943	Mirror3Ra_Right-1
798381	-0.046490	-273.43746948	-1 418.07958984	85.67352295	Mirror3Ra_Right-1
798382	0.081166	-195.31251526	609.83544922	23.83650398	Mirror3Ra_Right-1
798383	0.079107	-273.43746948	574.77856445	23.60468292	Mirror3Ra_Right-1
798384	0.079017	-351.56250000	574.56207275	26.12931252	Mirror3Ra_Right-1
798385	0.080919	-429.68756104	609.18609619	31.40099335	Mirror3Ra_Right-1
798386	-0.069340	-1 290.17089844	-1 556.38195801	194.19523621	Mirror3Ra_Right-1
798387	-0.067256	-1 370.51269531	-1 538.26599121	203.67558289	Mirror3Ra_Right-1
798388	0.275826	-1 380.70092773	2 195.06860352	322.46124268	Mirror3Ra_Right-1
798389	0.268121	-1 437.83117676	2 131.11865234	318.35754395	Mirror3Ra_Right-1
798390	-0.142400	-272.63446045	-2 636.37841797	321.46197510	Mirror3Ra_Right-1
798391	-0.147069	-238.12374878	-2 712.12622070	340.73770142	Mirror3Ra_Right-1
798392	0.076065	-585.93750000	504.49627686	33.63671875	Mirror3Ra_Right-1
798393	0.074190	-507.81250000	469.87237549	27.40398788	Mirror3Ra_Right-1
798394	-0.024759	-2 263.68286133	-1 067.47131348	327.59735107	Mirror3Ra_Right-1
798395	-0.023197	-2 347.05883789	-1 063.05969238	348.60202026	Mirror3Ra_Right-1
798396	-0.137165	-41.41282654	-2 551.27343750	295.11862183	Mirror3Ra_Right-1
798397	-0.136492	-13.80429459	-2 540.40063477	292.28167725	Mirror3Ra_Right-1
798398	0.248445	-468.75006104	2 120.53564453	223.57498169	Mirror3Ra_Right-1
798399	0.235936	-468.75006104	2 036.38549805	207.98045349	Mirror3Ra_Right-1
798400	0.084317	-468.75006104	667.92620850	37.01883316	Mirror3Ra_Right-1
798401	0.089282	-468.75006104	750.78234863	42.87743759	Mirror3Ra_Right-1
798402	0.125644	-78.12503815	1 197.71325684	73.65103912	Mirror3Ra_Right-1
798403	0.120630	-78.12503815	1 146.13159180	67.96229553	Mirror3Ra_Right-1
798404	-0.084037	-1 290.17089844	-1 730.31896973	221.21890259	Mirror3Ra_Right-1
798405	-0.081696	-1 370.51269531	-1 712.20300293	230.46859741	Mirror3Ra_Right-1
798406	-0.079275	-1 450.85449219	-1 694.08715820	240.47500610	Mirror3Ra_Right-1
798407	-0.076869	-1 531.19641113	-1 675.97106934	251.23727417	Mirror3Ra_Right-1
798408	-0.003545	-2 429.32055664	-802.25592041	346.41491699	Mirror3Ra_Right-1
798409	-0.004989	-2 350.50781250	-805.35858154	325.84933472	Mirror3Ra_Right-1
798410	0.263417	-864.54034424	2 180.37915039	261.47015381	Mirror3Ra_Right-1
798411	0.263336	-759.56683350	2 190.80346680	254.94268799	Mirror3Ra_Right-1
798412	0.258191	-830.74011230	2 149.38159180	252.64530945	Mirror3Ra_Right-1
798413	0.253084	-901.91333008	2 107.95971680	251.00720215	Mirror3Ra_Right-1
798414	0.067205	-78.12503815	302.28424072	7.06888723	Mirror3Ra_Right-1
798415	0.069193	-78.12503815	352.12915039	8.95670509	Mirror3Ra_Right-1
798416	-0.022407	-97.65625763	-1 182.83740234	54.97248459	Mirror3Ra_Right-1
798417	-0.017774	-136.71878052	-1 134.44641113	50.61022949	Mirror3Ra_Right-1
798418	0.125979	-2 325.46679688	736.04132080	311.52407837	Mirror3Ra_Right-1
798419	0.117521	-2 337.65551758	652.12268066	309.32797241	Mirror3Ra_Right-1
798420	0.141702	-2 281.20410156	899.91607666	312.81365967	Mirror3Ra_Right-1
798421	0.134045	-2 306.64965820	818.63909912	312.67996216	Mirror3Ra_Right-1
798422	-0.008772	-2 298.40356445	-847.57708740	315.86773682	Mirror3Ra_Right-1
798423	-0.014884	-2 273.00781250	-928.91131592	316.46472168	Mirror3Ra_Right-1
798424	0.073576	-78.12503815	453.37850952	13.46061420	Mirror3Ra_Right-1
798425	0.071290	-78.12503815	402.49386597	11.08521938	Mirror3Ra_Right-1
798426	0.258306	-1 075.06347656	2 123.45874023	271.10659790	Mirror3Ra_Right-1
798427	0.268485	-1 037.69042969	2 195.87768555	280.98995972	Mirror3Ra_Right-1
798428	0.050404	-78.12503815	-131.61370850	-0.06243790	Mirror3Ra_Right-1
798429	0.048336	-78.12503815	-181.68930054	0.20243898	Mirror3Ra_Right-1
798430	0.283450	-42.23835754	2 375.38159180	263.46841431	Mirror3Ra_Right-1
798431	0.280633	-81.30088043	2 356.54101563	259.76977539	Mirror3Ra_Right-1
798432	0.273942	-111.73572540	2 311.67919922	250.79992676	Mirror3Ra_Right-1
798433	-0.074839	-9.76563835	-1 735.25219727	127.01475525	Mirror3Ra_Right-1
798434	-0.076824	-29.29686928	-1 757.07470703	130.58326721	Mirror3Ra_Right-1
798435	0.136108	-78.12503815	1 298.54614258	85.41656494	Mirror3Ra_Right-1
798436	0.130839	-78.12503815	1 248.51806641	79.47256470	Mirror3Ra_Right-1
798437	-0.144101	-55.21710205	-2 662.64013672	324.15267944	Mirror3Ra_Right-1
798438	0.082663	-68.35931396	630.30078125	23.39523888	Mirror3Ra_Right-1
798439	0.082443	-126.95312500	628.34283447	23.86336136	Mirror3Ra_Right-1
798440	0.203246	-68.35931396	1 821.55297852	159.96772766	Mirror3Ra_Right-1
798441	0.202115	-126.95312500	1 812.80761719	159.11068726	Mirror3Ra_Right-1
798442	0.136926	-58.59373856	1 305.92639160	86.17504120	Mirror3Ra_Right-1
798443	0.181054	-2 266.99609375	1 269.77465820	345.02896118	Mirror3Ra_Right-1
798444	0.172894	-2 217.38745117	1 208.52307129	326.85562134	Mirror3Ra_Right-1
798445	0.125842	-29.29686928	1 198.62023926	73.48497772	Mirror3Ra_Right-1
798446	0.127795	-9.76563358	1 217.83508301	75.62387085	Mirror3Ra_Right-1
798447	0.025581	-9.76563644	-621.48919678	12.11671352	Mirror3Ra_Right-1
798448	0.024162	-29.29686928	-642.58996582	13.19927025	Mirror3Ra_Right-1
798449	0.192545	-68.35939026	1 744.08557129	147.48333740	Mirror3Ra_Right-1
798450	0.062120	-29.29686928	170.21488953	2.84833503	Mirror3Ra_Right-1
798451	0.061405	-9.76563454	150.80728149	2.35829711	Mirror3Ra_Right-1
798452	0.175340	-1 923.74145508	1 306.27709961	275.29830933	Mirror3Ra_Right-1
798453	0.171983	-1 839.77514648	1 299.22814941	258.26586914	Mirror3Ra_Right-1
798454	-0.088726	-1 370.51269531	-1 799.17163086	245.09208679	Mirror3Ra_Right-1
798455	-0.086253	-1 450.85449219	-1 781.05566406	254.98542786	Mirror3Ra_Right-1
798456	-0.072238	-1 450.85449219	-1 607.11853027	226.78500366	Mirror3Ra_Right-1
798457	-0.074526	-1 370.51269531	-1 625.23449707	216.66618347	Mirror3Ra_Right-1
798458	-0.076423	-97.65625763	-1 751.03784180	130.09782410	Mirror3Ra_Right-1
798459	-0.073419	-58.59373856	-1 719.36987305	124.67147827	Mirror3Ra_Right-1
798460	0.057161	-144.04299927	47.25595474	1.61490154	Mirror3Ra_Right-1
798461	0.057479	-217.28517151	61.26819992	3.20398951	Mirror3Ra_Right-1
798462	-0.024026	-29.29686928	-1 198.94165039	56.16325760	Mirror3Ra_Right-1
798463	0.271853	-1 277.04602051	2 185.93310547	306.86529541	Mirror3Ra_Right-1
798464	0.264168	-1 331.14746094	2 124.10864258	302.18954468	Mirror3Ra_Right-1
798465	-0.135115	-92.31607819	-2 518.94409180	287.40017700	Mirror3Ra_Right-1
798466	-0.134441	-49.17774963	-2 508.28222656	284.38528442	Mirror3Ra_Right-1
798467	0.136811	-39.06244278	1 304.58044434	85.91429138	Mirror3Ra_Right-1
798468	0.133359	-39.06244278	1 272.00524902	82.00346375	Mirror3Ra_Right-1
798469	0.285670	-934.63677979	2 319.36962891	295.43109131	Mirror3Ra_Right-1
798470	0.279513	-1 420.16540527	2 213.42382813	331.57394409	Mirror3Ra_Right-1
798471	0.294887	-1 272.40563965	2 340.44018555	337.06219482	Mirror3Ra_Right-1
798472	0.282162	-1 257.46533203	2 258.04345703	318.50192261	Mirror3Ra_Right-1
798473	0.190115	-1 938.60388184	1 428.38061523	293.16470337	Mirror3Ra_Right-1
798474	0.196184	-1 884.36254883	1 491.60107422	290.79739380	Mirror3Ra_Right-1
798475	-0.058772	-1 885.41442871	-1 489.94030762	291.75610352	Mirror3Ra_Right-1
798476	-0.053617	-1 939.56787109	-1 426.61279297	294.55056763	Mirror3Ra_Right-1
798477	0.081721	-546.87493896	616.60937500	37.80619812	Mirror3Ra_Right-1
798478	0.086547	-546.87493896	701.52185059	43.43297195	Mirror3Ra_Right-1
798479	0.078396	-507.81250000	556.84118652	32.07609558	Mirror3Ra_Right-1
798480	0.076452	-429.68756104	522.21728516	26.32443428	Mirror3Ra_Right-1
798481	0.170703	-546.87493896	1 559.34716797	134.64366150	Mirror3Ra_Right-1
