,area_above_0p7,area_above_0p8,area_above_0p9,configuration,x_mm,y_mm
0,0.9993623532040503,0.9993623532040503,0.9993623532040503,1,0.0,0.0
1,1.0011789119004528,1.0011789119004528,1.0011789119004528,2,219.0,0.0
2,1.0015086346000874,1.0015086346000874,1.0015086346000874,3,109.5,189.65956342879207
3,1.0020036227362417,1.0020036227362417,1.0020036227362417,4,-109.5,189.65956342879207
4,0.9995178187520879,0.9995178187520879,0.9995178187520879,5,-219.0,0.0
5,1.0006193710351536,1.0006193710351536,1.0006193710351536,6,-109.5,-189.65956342879207
6,0.9998784437189095,0.9998784437189095,0.9998784437189095,7,109.5,-189.65956342879207
7,0.9970482854638131,0.9970482854638131,0.5115718514301923,8,438.0,0.0
8,1.0001476137301406,1.0001476137301406,1.0001476137301406,9,328.50000000000006,189.65956342879207
9,0.9997974599451809,0.9997974599451809,0.9692499683432096,10,219.0,379.31912685758414
10,1.0007414879510008,1.0007414879510008,0.9102307390407567,11,0.0,379.31912685758414
11,1.0030939497333062,1.0030939497333062,0.98028052830708,12,-219.0,379.31912685758414
12,0.9982858536047869,0.9982858536047869,0.9982858536047869,13,-328.50000000000006,189.65956342879207
13,1.0032416559648114,1.0032416559648114,0.5030705991615456,14,-438.0,0.0
14,0.9999413675205195,0.9999413675205195,0.5839585648091954,15,-328.50000000000006,-189.65956342879207
15,0.9994859102153654,0.9994859102153654,0.36370977248524755,16,-219.0,-379.31912685758414
16,1.000849029418427,1.000849029418427,1.000849029418427,17,0.0,-379.31912685758414
17,1.001424762328777,1.001424762328777,0.37743353973288046,18,219.0,-379.31912685758414
18,1.0003111461976528,1.0003111461976528,0.5955777455774078,19,328.50000000000006,-189.65956342879207
19,0.9959478932548271,0.9371864681639105,0.8026843960011326,20,657.0000000000001,0.0
20,0.80426546095378,0.6240531754946356,0.2968299513932928,21,547.5,189.65956342879207
21,0.3344396926406804,0.07781110409200287,0.0,22,438.0,379.31912685758414
22,0.9983467233982182,0.9983467233982182,0.9983467233982182,23,328.50000000000006,568.9786902863763
23,1.0001226808162544,1.0001226808162544,1.0001226808162544,24,109.50000000000004,568.9786902863763
24,1.0001690725428733,1.0001690725428733,1.0001690725428733,25,-109.49999999999996,568.9786902863763
25,1.0001960835170505,1.0001960835170505,1.0001960835170505,26,-328.50000000000006,568.9786902863763
26,0.3558652419373832,0.08279599578769417,0.0,27,-438.00000000000006,379.31912685758414
27,0.8312179955826582,0.6543783358850557,0.3216405551382508,28,-547.5000000000001,189.65956342879207
28,1.001134871359438,0.964355485931097,0.8387538846933129,29,-657.0000000000001,0.0
29,0.9980530954687862,0.919977825965484,0.7523616879409122,30,-547.5,-189.65956342879207
30,0.9976983882424477,0.9128416668392717,0.7315732662248277,31,-438.0,-379.31912685758414
31,0.9996151272087569,0.9342133110346302,0.7602100580029406,32,-328.50000000000006,-568.9786902863763
32,0.9276310113667492,0.7622576011844416,0.4119270875087639,33,-109.50000000000004,-568.9786902863763
33,0.9244443667940752,0.756752164387894,0.4045985393349136,34,109.49999999999996,-568.9786902863763
34,1.0013911696925102,0.9206601226244658,0.7404423306846899,35,328.50000000000006,-568.9786902863763
35,0.9834256081238893,0.887420133301058,0.7001169827710506,36,438.00000000000006,-379.31912685758414
36,0.9832954469434817,0.8924474980410949,0.7175985963852143,37,547.5000000000001,-189.65956342879207
37,0.7317900631428298,0.4934740817050613,0.27974759375839825,38,876.0,0.0
38,1.0031689151158518,0.9865270950243479,0.9056478493796392,39,766.5,189.65956342879207
39,0.9060882033535872,0.7857496534820687,0.5836997425866796,40,657.0000000000001,379.31912685758414
40,0.6114936880725724,0.329569139783337,0.026450962863966726,41,547.5,568.9786902863763
41,0.9998994307588185,0.9998994307588185,0.5852653664680456,42,438.0,758.6382537151683
42,0.9979941206709141,0.9979941206709141,0.9979941206709141,43,219.0,758.6382537151683
43,1.0023868174677735,1.0023868174677735,1.0023868174677735,44,0.0,758.6382537151683
44,0.9983706758713792,0.9983706758713792,0.9983706758713792,45,-219.00000000000009,758.6382537151683
45,1.0022362070832902,1.0022362070832902,0.5789652077767994,46,-438.0,758.6382537151683
46,0.6374998843551105,0.3550520189255546,0.028510411494770217,47,-547.5,568.9786902863763
47,0.9333373322450612,0.8168513259109047,0.6188432311624863,48,-657.0000000000001,379.31912685758414
48,0.9971054958983214,0.9971054958983214,0.9351121930353375,49,-766.5,189.65956342879207
49,0.7169718718361435,0.47432813296319826,0.2755217732210227,50,-876.0,0.0
50,1.000649816366634,0.7934157712534985,0.45359752495890693,51,-766.5,-189.65956342879207
51,1.0010451218467449,1.0010451218467449,0.6206705385454743,52,-657.0000000000001,-379.31912685758414
52,0.9979127978405447,0.9979127978405447,0.7040248665393372,53,-547.5,-568.9786902863763
53,0.9978063955365081,0.9978063955365081,0.6380409654768042,54,-438.0,-758.6382537151683
54,1.0001750622143426,1.0001750622143426,0.9042160380197753,55,-219.0,-758.6382537151683
55,0.9988284376082679,0.9719601541487315,0.827543130553723,56,0.0,-758.6382537151683
56,1.0002204560991352,0.999557619481442,0.8923437965695565,57,219.00000000000009,-758.6382537151683
57,1.0012492222121685,1.0012492222121685,0.6418899716657219,58,438.0,-758.6382537151683
58,1.0014788690183503,1.0014788690183503,0.7031116940711769,59,547.5,-568.9786902863763
59,0.99987878278382,0.99987878278382,0.6145299618326521,60,657.0000000000001,-379.31912685758414
60,0.997947637235403,0.812643383191017,0.4523108382810697,61,766.5,-189.65956342879207
61,0.4122327561915382,0.2672254107498792,0.11597211445683324,62,985.5,189.65956342879207
